pid,responses,rt,time_elapsed
118,"{""Q0"":""I attempted to find the highest value end step since it had the widest range."",""Q1"":""I did not click much on the first or second node since they were low value."",""Q2"":""I stopped clicking after finding a profitable route."",""Q3"":""The end nodes at the top."",""Q4"":""""}",53092,546076
118,"{""Q0"":""A bit about my own way of making efficient judgements with experience."",""Q1"":""No."",""Q2"":""""}",33658,580740
119,"{""Q0"":""female"",""Q1"":""21"",""Q2"":""United States"",""Q3"":""employed part time"",""Q4"":""3""}",17932,17941
119,"{""Q0"":""I went a different direction than I went last round"",""Q1"":""By intuition"",""Q2"":""When I reached the end of a row"",""Q3"":""Right"",""Q4"":""I favored directions where I'd earned money previously""}",58976,463463
119,"{""Q0"":"""",""Q1"":"""",""Q2"":""""}",8435,472906
120,"{""Q0"":""Female"",""Q1"":""29"",""Q2"":""USA"",""Q3"":""Employed"",""Q4"":""2""}",12671,12688
121,"{""Q0"":""Female"",""Q1"":""36"",""Q2"":""USA"",""Q3"":""Self-Employed"",""Q4"":""4""}",18362,18381
122,"{""Q0"":""male"",""Q1"":""40"",""Q2"":""usa"",""Q3"":""full time"",""Q4"":""3""}",21934,21945
123,"{""Q0"":""female"",""Q1"":""57"",""Q2"":""USA"",""Q3"":""Retired/substitute teacher"",""Q4"":""3""}",29596,29635
123,"{""Q0"":""I went to the last nodes and clicked on those to decide where the 48 ones were and once I found one I went that direction"",""Q1"":""When I saw a -24 or -48 in a last node."",""Q2"":""Once I found the highest amount in the last node."",""Q3"":""On the last nodes in a random order."",""Q4"":""It took me a couple of tries before I realized what my strategy was going to be.  I wish I had used it from the beginning.""}",141660,883943
123,"{""Q0"":""Once I find a good strategy to stick with it."",""Q1"":""Just at first.  I didn't want to pay to find the prices of nodes. It took me a few tries to realize it was in my best interest."",""Q2"":""It was fun!""}",116759,1001716
124,"{""Q0"":""male"",""Q1"":""38"",""Q2"":""united states"",""Q3"":""full-time"",""Q4"":""3""}",15832,15854
125,"{""Q0"":""Male"",""Q1"":""27"",""Q2"":""USA"",""Q3"":""Employed"",""Q4"":""1""}",11938,11954
126,"{""Q0"":""female"",""Q1"":""27"",""Q2"":""united states"",""Q3"":""employed full time"",""Q4"":""2""}",9852,9971
127,"{""Q0"":""female"",""Q1"":""39"",""Q2"":""usa"",""Q3"":""full time"",""Q4"":""3""}",18264,18276
128,"{""Q0"":""Big Man"",""Q1"":""25"",""Q2"":""United States"",""Q3"":""I am very unemployed (Freelancing)"",""Q4"":""5""}",25901,25919
129,"{""Q0"":""Male"",""Q1"":""23"",""Q2"":""United States"",""Q3"":""Employed Full-time"",""Q4"":""4""}",26028,26058
129,"{""Q0"":""Always decided to click on the beginning three. Once I found which of the three I wanted to use, I checked either end. If either end had both negative, I went to an end that had a positive."",""Q1"":""I would not click on a path were the start was negative to begin with. I always checked the path which had a positive node as the first one."",""Q2"":""Once I found a path I was going to make money on, I stopped clicking for the most part."",""Q3"":""The first three nodes and then the last two nodes on the path I was most likely to take."",""Q4"":""Was just happy to come out positive. So if I had clicked on a path and the last node was 24 and all the nodes were positive, I would rather just take that path then find one that ended in +48.""}",243954,830474
129,"{""Q0"":""I developed my own strategy. It may not have been the best algorithm but I was happy to walk away with some profit and not the maximum possible."",""Q1"":""No"",""Q2"":""The game was very fun and the rewards very motivating. I would be interested in a larger version.""}",106850,938362
130,"{""Q0"":""Male"",""Q1"":""19"",""Q2"":""United States of America"",""Q3"":""Employed part-time"",""Q4"":""4""}",41485,41497
130,"{""Q0"":""The final ones to see which one held the highest amount"",""Q1"":""If the 48 was already found"",""Q2"":""When I found the 48 or best route"",""Q3"":""top right"",""Q4"":""Just aim for 48 no matter the path""}",75618,1048030
130,"{""Q0"":""Get through smaller hits to pay for the bigger amount of 48."",""Q1"":""No"",""Q2"":""Most fun survey I have had thus far""}",76467,1125504
131,"{""Q0"":""Male"",""Q1"":""30"",""Q2"":""US"",""Q3"":""Full Time"",""Q4"":""2""}",15543,15562
132,"{""Q0"":""Male"",""Q1"":""30"",""Q2"":""United States"",""Q3"":""Freelancer"",""Q4"":""3""}",11738,11759
133,"{""Q0"":""Male"",""Q1"":""31"",""Q2"":""USA"",""Q3"":""Self-Employed"",""Q4"":""1""}",68531,68544
134,"{""Q0"":""female"",""Q1"":""58"",""Q2"":""United States"",""Q3"":""Employed Full Time"",""Q4"":""3""}",18498,18516
134,"{""Q0"":""I decided that the last nodes were the most important since they held the highest values."",""Q1"":""If I found the positive highest amount on the last node, I didn't click anymore."",""Q2"":""If I found the positive highest amount on the last node, I didn't click anymore because I didn't feel like I needed to."",""Q3"":""On one of the outermost nodes. "",""Q4"":""I just tried to find the highest positive value and head towards it.""}",87324,548724
134,"{""Q0"":""I learned that it was important to find the highest positive value in the outer nodes, even if it meant spending money to do so. "",""Q1"":""No"",""Q2"":""""}",40872,590608
135,"{""Q0"":""male"",""Q1"":""26"",""Q2"":""usa"",""Q3"":""full time"",""Q4"":""3""}",10350,10362
136,"{""Q0"":""Female"",""Q1"":""25"",""Q2"":""United States"",""Q3"":""Unemployed"",""Q4"":""2""}",18654,18667
137,"{""Q0"":""FEMALE"",""Q1"":""33"",""Q2"":""USA"",""Q3"":""PT"",""Q4"":""3""}",53256,53275
138,"{""Q0"":""female"",""Q1"":""28"",""Q2"":""USA"",""Q3"":""full-time"",""Q4"":""3""}",18210,18227
139,"{""Q0"":""Male"",""Q1"":""23"",""Q2"":""USA"",""Q3"":""Unemployed"",""Q4"":""4""}",9908,9919
139,"{""Q0"":""Last node"",""Q1"":""Made the mistake of clicking first node."",""Q2"":""When I hit a +48 node."",""Q3"":""Last node."",""Q4"":""Nope. Find a +48 node and go there.""}",42523,504395
139,"{""Q0"":""Hitting a +48 node creates an overall net gain, didn't matter about first or second nodes."",""Q1"":"""",""Q2"":""""}",40698,546098
140,"{""Q0"":""female"",""Q1"":""45"",""Q2"":""USA"",""Q3"":""full time"",""Q4"":""1""}",58872,58947
141,"{""Q0"":""Male"",""Q1"":""35"",""Q2"":""United States"",""Q3"":""Part-time"",""Q4"":""3""}",18814,18856
142,"{""Q0"":""Female"",""Q1"":""46"",""Q2"":""United States"",""Q3"":""Self Employed"",""Q4"":""3""}",18674,18686
143,"{""Q0"":""Female"",""Q1"":""31"",""Q2"":""United States"",""Q3"":""Full-time Student"",""Q4"":""2""}",53550,53568
144,"{""Q0"":""male"",""Q1"":""52"",""Q2"":""usa"",""Q3"":""homemaker"",""Q4"":""4""}",21900,21918
144,"{""Q0"":""realized last nodes had highest value so just click those till I got 48 or hoghest"",""Q1"":""lower nodes not worth clicking"",""Q2"":""when I found 48"",""Q3"":""outer node"",""Q4"":""just went to 48 node without worrying about inbetween nodes""}",94570,596968
144,"{""Q0"":""just had fun"",""Q1"":""no"",""Q2"":""""}",38808,636792
145,"{""Q0"":""Male"",""Q1"":""24"",""Q2"":""USA"",""Q3"":""Full time"",""Q4"":""1""}",17595,17605
145,"{""Q0"":""I checked the node first to see what my options were"",""Q1"":""I avoided nodes that would cost me after checking"",""Q2"":""Once I had a good route"",""Q3"":""Towards the top and right"",""Q4"":""Eventually I decided to do more checking before moving my spider""}",50144,468332
145,"{""Q0"":""I learned strategies for making money"",""Q1"":""No"",""Q2"":""No""}",34514,503849
146,"{""Q0"":""male"",""Q1"":""30"",""Q2"":""usa"",""Q3"":""employed"",""Q4"":""1""}",12139,12150
147,"{""Q0"":""Female"",""Q1"":""28"",""Q2"":""USA"",""Q3"":""Employed Part Time"",""Q4"":""3""}",17675,17690
148,"{""Q0"":""m"",""Q1"":""30"",""Q2"":""usa"",""Q3"":""employed"",""Q4"":""2""}",10390,10404
149,"{""Q0"":""Male"",""Q1"":""27"",""Q2"":""USA"",""Q3"":""Full time"",""Q4"":""2""}",11186,11195
150,"{""Q0"":""Male"",""Q1"":""46"",""Q2"":""USA"",""Q3"":""Employed Full Time"",""Q4"":""3""}",13363,13388
151,"{""Q0"":""Female"",""Q1"":""27"",""Q2"":""USA"",""Q3"":""Part-time"",""Q4"":""3""}",23335,23344
152,"{""Q0"":""Female"",""Q1"":""45"",""Q2"":""United States"",""Q3"":""Employed full time "",""Q4"":""4""}",33146,33169
153,"{""Q0"":""Female"",""Q1"":""43"",""Q2"":""United States"",""Q3"":""Unemployed"",""Q4"":""3""}",16838,16866
154,"{""Q0"":""Female"",""Q1"":""22"",""Q2"":""USA"",""Q3"":""Employed full time"",""Q4"":""5""}",25072,25096
154,"{""Q0"":""It was random"",""Q1"":""It was random"",""Q2"":""When I reached a dead end"",""Q3"":""To the left"",""Q4"":""I just randomized my choices.""}",36072,577538
154,"{""Q0"":""Nothing"",""Q1"":""No"",""Q2"":""""}",11614,590178
155,"{""Q0"":""Female"",""Q1"":""25"",""Q2"":""USA"",""Q3"":""Employed Full Time"",""Q4"":""2""}",17599,17613
156,"{""Q0"":""Male"",""Q1"":""22"",""Q2"":""USA"",""Q3"":""Student"",""Q4"":""2""}",12029,12041
156,"{""Q0"":""Lowest cost and seeing a pattern"",""Q1"":""Same logic as why I did"",""Q2"":""When I got to a stop point"",""Q3"":""Yes?"",""Q4"":""Once I saw a 48 I just went to it because the path to it couldn't be worse""}",75302,548779
156,"{""Q0"":""N/A"",""Q1"":""N/A"",""Q2"":""Neat task!""}",23514,573296
157,"{""Q0"":""Female"",""Q1"":""33"",""Q2"":""US"",""Q3"":""Employed full time"",""Q4"":""3""}",30680,30818
158,"{""Q0"":""Female"",""Q1"":""19"",""Q2"":""United States"",""Q3"":""Student"",""Q4"":""3""}",22651,22669
158,"{""Q0"":""At first I was clicking everywhere but by the end I chose by clicking on the last bubble for each to see the highest amount"",""Q1"":""The second step because that didnt matter"",""Q2"":""Once I found a +48"",""Q3"":""the last stop"",""Q4"":""I started out confused but by the end realized you could click anywhere""}",86902,531202
158,"{""Q0"":""to read directions until I understand them because I could have made more money"",""Q1"":""I didn't understand that i could click any stop"",""Q2"":""N/A""}",58516,590733
159,"{""Q0"":""female"",""Q1"":""62"",""Q2"":""United States"",""Q3"":""self employed"",""Q4"":""2""}",21984,22000
159,"{""Q0"":""randomly"",""Q1"":""past clicks"",""Q2"":""wouldnt move anymore"",""Q3"":""where the spider was\n"",""Q4"":""just went different direction each time""}",58776,494402
159,"{""Q0"":""didnt find much of a pattern"",""Q1"":""no"",""Q2"":""none""}",25054,520460
160,"{""Q0"":""Female"",""Q1"":""38"",""Q2"":""United States"",""Q3"":""Part time"",""Q4"":""4""}",12562,12615
161,"{""Q0"":""Male"",""Q1"":""27"",""Q2"":""USA"",""Q3"":""Full-time"",""Q4"":""2""}",13065,13105
162,"{""Q0"":""Male"",""Q1"":""27"",""Q2"":""United States"",""Q3"":""Full Time Employee"",""Q4"":""4""}",18324,18340
163,"{""Q0"":""female"",""Q1"":""30"",""Q2"":""US"",""Q3"":""full time"",""Q4"":""5""}",16606,16638
164,"{""Q0"":""Female"",""Q1"":""45"",""Q2"":""United States"",""Q3"":""Work from home"",""Q4"":""3""}",17218,17251
165,"{""Q0"":""Female"",""Q1"":""23"",""Q2"":""USA"",""Q3"":""Part-time employment"",""Q4"":""6""}",25405,25418
165,"{""Q0"":""I mainly clicked on the nodes that branched off towards the end so I would know what the end would amount to. "",""Q1"":""The first steps are usually already known or assumed. "",""Q2"":""When I was trying to save money to reach $1000. "",""Q3"":""The last nodes. "",""Q4"":""I would click when the last nodes I clicked were all negative, i'd look at the nodes in the beginning to find any positive values""}",533945,1645589
165,"{""Q0"":""How to plan ahead to make the most money."",""Q1"":""Not at all. "",""Q2"":""""}",20488,1667085
166,"{""Q0"":""Male"",""Q1"":""32"",""Q2"":""USA"",""Q3"":""Employed full time"",""Q4"":""3""}",26759,26775
167,"{""Q0"":""female"",""Q1"":""29"",""Q2"":""USA"",""Q3"":""Employed Full Time"",""Q4"":""2""}",13368,13396
168,"{""Q0"":""Female"",""Q1"":""41"",""Q2"":""USA"",""Q3"":""Homemaker"",""Q4"":""3""}",10558,10570
169,"{""Q0"":""Male"",""Q1"":""22"",""Q2"":""USA"",""Q3"":""Self-employed "",""Q4"":""3""}",21030,21049
169,"{""Q0"":""I decided by the node order and the values associated with it, the last one was the most important in the entire group. "",""Q1"":""Again, node order and and the values of each one. I figured the last was most important, and the others didn't influence my decisions. "",""Q2"":""When I found a node worth 24 or 48."",""Q3"":""The last node. "",""Q4"":""I mostly explained it in the other questions, but I was basicallly only worried what the final node was going to be, regardless of the loss or gain on the others.""}",183775,911716
169,"{""Q0"":""I don't really know how to answer this question, I didn't really learn anything other then the strategy that was most effective in the game, which I explained earlier."",""Q1"":""No, not at all."",""Q2"":""It was fun for an \""experiment\"" ""}",90032,1002759
170,"{""Q0"":""Female "",""Q1"":""21"",""Q2"":""United States"",""Q3"":""Part-time"",""Q4"":""3""}",17095,17106
170,"{""Q0"":""I clicked on the higher paying nodes first and then depending on where the 48 value ones were I clicked on the path that lead there."",""Q1"":""I did not click towards a path where I saw only negative values "",""Q2"":""When a path with an end node of 48 with the least amount of negatives in the path appeared "",""Q3"":""The highest value nodes"",""Q4"":""None""}",95924,862871
170,"{""Q0"":""I learned we come up with strategies especially when money is at stake."",""Q1"":""None"",""Q2"":""Very fun and interesting ""}",54926,918814
171,"{""Q0"":""Female"",""Q1"":""25"",""Q2"":""United States of America"",""Q3"":""Full-time"",""Q4"":""2""}",30291,30297
172,"{""Q0"":""Male"",""Q1"":""34"",""Q2"":""USA"",""Q3"":""Employed"",""Q4"":""5""}",16726,16756
173,"{""Q0"":""female"",""Q1"":""37"",""Q2"":""United States"",""Q3"":""Fully Time Employee"",""Q4"":""4""}",19442,19459
174,"{""Q0"":""male"",""Q1"":""30"",""Q2"":""USA"",""Q3"":""employed , warehouse manager and sales associate"",""Q4"":""3""}",20264,20276
175,"{""Q0"":""female"",""Q1"":""39"",""Q2"":""United States"",""Q3"":""homemaker"",""Q4"":""6""}",15681,15695
176,"{""Q0"":""female"",""Q1"":""25"",""Q2"":""US"",""Q3"":""full time"",""Q4"":""2""}",12963,12975
177,"{""Q0"":"""",""Q1"":""22"",""Q2"":"""",""Q3"":"""",""Q4"":""""}",5532,5598
177,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}",2662,471530
177,"{""Q0"":"""",""Q1"":"""",""Q2"":""""}",36118,508670
