,groundtruth,return,actions
752,"(8, -2, -24, 8, 1, 48, 8, 48, -1)",99.0,"[1, 7, 0, 5, 2, 9]"
753,"(8, 1, -48, -4, -1, -24, -8, -24, 2)",2.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
754,"(-8, 1, -24, -8, -1, 48, -8, -24, 1)",43.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
755,"(4, 1, 24, 8, 2, 48, 4, 24, 2)",91.0,"[1, 7, 3, 2, 5, 9]"
756,"(4, 2, -48, 4, -2, -48, -8, -24, -2)",-1.0,"[1, 7, 3, 2, 5, 6, 0, 9]"
757,"(-4, 1, -24, -8, -1, 48, 8, 48, -1)",91.0,"[1, 7, 3, 5, 2, 0, 9]"
758,"(8, 1, -24, -4, 1, 24, -8, -24, -1)",24.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
759,"(-8, -2, 24, 4, 1, 48, 4, 24, -2)",91.0,"[1, 7, 0, 2, 5, 9]"
760,"(8, -2, -48, -4, -1, 24, -8, 48, 2)",75.0,"[1, 7, 0, 5, 2, 9]"
761,"(8, -1, -24, -4, 1, 24, -8, -24, -1)",25.0,"[1, 7, 0, 5, 2, 6, 9]"
762,"(8, -1, -24, -8, -2, 24, 8, 48, 1)",75.0,"[1, 7, 0, 5, 2, 9]"
763,"(-4, 2, 48, 4, 2, 48, 4, -24, -1)",94.0,"[1, 7, 3, 2, 5, 6, 9]"
764,"(4, -1, -24, -4, 2, -48, 8, 24, -2)",24.0,"[1, 7, 0, 5, 2, 3, 9]"
765,"(-4, -1, -24, 8, -1, 24, -8, 48, 1)",66.0,"[1, 7, 0, 2, 5, 9]"
766,"(8, 1, 48, 8, 2, 48, -8, -48, 2)",92.0,"[1, 7, 3, 2, 5, 6, 9]"
767,"(-4, 2, 48, -8, 2, 24, 4, 24, 2)",91.0,"[1, 7, 3, 5, 2, 9]"
768,"(8, -2, -24, -4, 2, 48, 4, 48, 2)",99.0,"[1, 7, 0, 5, 2, 9]"
769,"(4, 1, -48, -4, 2, 24, 4, 24, 2)",46.0,"[1, 7, 3, 5, 2, 0, 9]"
770,"(4, 2, 24, -8, -1, 48, -8, -48, -2)",64.0,"[1, 7, 3, 5, 2, 6, 9]"
771,"(-8, -2, -24, 4, 1, 24, 4, -48, 2)",20.0,"[1, 7, 0, 2, 5, 6, 9]"
772,"(4, 2, 24, 8, -2, -48, 4, 24, 1)",51.0,"[1, 7, 3, 2, 5, 9]"
773,"(-8, -2, -24, 4, 1, 48, -4, -24, -1)",39.0,"[1, 7, 0, 2, 5, 6, 9]"
774,"(-8, 1, 24, 4, 1, 48, -4, 24, -2)",91.0,"[1, 7, 3, 5, 2, 9]"
775,"(-4, 2, -48, -8, 1, -48, 8, 48, 2)",45.0,"[1, 7, 3, 5, 2, 0, 9]"
776,"(8, -1, 24, 4, -2, 48, -4, -24, 2)",68.0,"[1, 7, 0, 5, 2, 6, 9]"
777,"(-4, -2, -24, 8, 2, 48, -4, 24, -1)",65.0,"[1, 7, 0, 2, 5, 9]"
778,"(4, 2, -24, -8, -1, 24, 4, -24, 1)",25.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
779,"(4, -2, 24, 4, 2, 48, 4, 48, 2)",115.0,"[1, 7, 0, 5, 2, 9]"
780,"(8, -1, 48, 8, -1, -24, 8, 24, 2)",74.0,"[1, 7, 0, 5, 2, 3, 9]"
781,"(4, -2, 24, -8, 2, -24, -4, -48, 2)",21.0,"[1, 7, 0, 5, 2, 3, 6, 9]"
782,"(4, -2, 24, -4, -2, -48, -4, -24, 1)",16.0,"[1, 7, 0, 5, 2, 3, 6, 9]"
783,"(8, -2, -48, 8, 2, -24, 8, -24, 1)",17.0,"[1, 7, 0, 5, 2, 3, 6, 9]"
784,"(8, 2, 48, -4, -2, 24, -8, 24, -2)",91.0,"[1, 7, 3, 5, 2, 9]"
785,"(-8, 1, 48, -8, -1, -48, 4, 24, 2)",66.0,"[1, 7, 3, 5, 2, 9]"
786,"(-8, 1, -24, 4, -1, -48, 4, 48, 2)",47.0,"[1, 7, 3, 5, 2, 0, 9]"
787,"(4, 1, 24, 8, 1, 24, -8, -24, 1)",43.0,"[1, 7, 3, 2, 5, 6, 9]"
788,"(-4, 1, -48, 4, 1, 48, -4, -48, -1)",41.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
789,"(4, 2, 24, -4, 2, -24, -4, -24, -2)",18.0,"[1, 7, 3, 5, 2, 6, 9]"
790,"(-4, -1, 48, -4, 1, 24, -8, -48, -1)",65.0,"[1, 7, 0, 2, 5, 6, 9]"
791,"(4, 1, 24, 4, 2, 48, -4, 48, 1)",115.0,"[1, 7, 3, 5, 2, 9]"
792,"(4, -1, -48, -8, -1, 48, -8, 48, 2)",95.0,"[1, 7, 0, 5, 2, 9]"
793,"(8, -1, -24, 8, -2, -24, -4, -48, 1)",10.0,"[1, 7, 0, 5, 2, 3, 6, 9]"
794,"(-4, 1, -24, -8, 2, 24, 4, -24, -1)",22.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
795,"(8, 1, 24, 4, 1, 24, -8, 24, 1)",67.0,"[1, 7, 3, 5, 2, 9]"
796,"(8, -2, -24, 4, 1, -48, -4, 48, -2)",54.0,"[1, 7, 0, 5, 2, 3, 9]"
797,"(4, 1, -48, -8, 1, -24, 8, 24, 2)",23.0,"[1, 7, 3, 5, 2, 0, 9]"
798,"(8, 2, 48, 8, 1, -24, 4, 24, -1)",75.0,"[1, 7, 3, 2, 5, 9]"
799,"(4, 2, -24, -8, -1, -24, 8, 24, -1)",21.0,"[1, 7, 3, 5, 2, 0, 9]"
800,"(4, 2, -24, 8, -1, 24, 4, -24, 2)",25.0,"[1, 7, 3, 2, 5, 6, 0, 9]"
801,"(8, -2, 24, -4, 2, -48, -4, 48, -1)",68.0,"[1, 7, 0, 5, 2, 3, 9]"
802,"(-8, 1, 24, 8, 1, -48, -4, -48, -2)",24.0,"[1, 7, 3, 2, 5, 6, 9]"
803,"(-8, -1, 48, 8, 2, 24, 4, -48, 2)",70.0,"[1, 7, 0, 2, 5, 6, 9]"
804,"(8, -2, -24, 4, 2, -48, 4, 48, -2)",54.0,"[1, 7, 0, 5, 2, 3, 9]"
805,"(8, -1, 24, 8, 2, 48, -4, 24, -1)",91.0,"[1, 7, 0, 5, 2, 9]"
806,"(8, 1, 48, 8, 2, -24, -4, 24, 2)",75.0,"[1, 7, 3, 2, 5, 9]"
807,"(-4, -1, -48, 4, 2, 24, -8, 24, -1)",42.0,"[1, 7, 0, 2, 5, 9]"
808,"(4, -1, -24, -4, 1, 24, -4, -48, 1)",23.0,"[1, 7, 0, 5, 2, 6, 9]"
809,"(-8, 2, -48, 8, 2, -24, -8, -48, -2)",1.0,"[1, 7, 3, 2, 5, 6, 0, 9]"
810,"(8, -1, 48, 4, -1, 24, -4, -48, 2)",68.0,"[1, 7, 0, 5, 2, 6, 9]"
811,"(-8, -1, 48, 4, -2, -48, 8, 48, -1)",94.0,"[1, 7, 0, 2, 5, 3, 9]"
812,"(8, 1, 48, -8, 2, -24, 8, 48, 1)",93.0,"[1, 7, 3, 5, 2, 9]"
813,"(-8, 2, -48, -8, -1, -24, -8, -24, -2)",-8.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
814,"(-8, 2, 48, 4, 2, 24, -4, -48, -1)",65.0,"[1, 7, 3, 2, 5, 6, 9]"
815,"(-8, -1, 48, -4, -1, -48, -4, -48, 1)",41.0,"[1, 7, 0, 2, 5, 3, 6, 9]"
816,"(-8, -1, -48, -8, -2, -48, 8, 24, -1)",15.0,"[1, 7, 0, 2, 5, 3, 9]"
817,"(-8, 2, 24, -8, -2, 48, -4, 24, -2)",91.0,"[1, 7, 3, 5, 2, 9]"
818,"(-8, 2, -24, 4, 1, 24, -4, 24, -1)",44.0,"[1, 7, 3, 2, 5, 0, 9]"
819,"(-4, -2, 24, 8, 2, -24, 4, -24, -2)",29.0,"[1, 7, 0, 2, 5, 3, 6, 9]"
820,"(-8, -1, -48, -4, 2, 24, -4, 48, 1)",66.0,"[1, 7, 0, 2, 5, 9]"
821,"(-4, -1, 24, -8, -1, 24, -4, 48, 1)",91.0,"[1, 7, 0, 2, 5, 9]"
822,"(4, 2, -48, -4, 2, -48, 4, 24, 1)",24.0,"[1, 7, 3, 5, 2, 0, 9]"
823,"(4, 1, 48, 4, -2, -48, 8, -48, 1)",54.0,"[1, 7, 3, 5, 2, 6, 9]"
824,"(8, 2, 48, 4, -2, 48, 4, 48, 2)",139.0,"[1, 7, 3, 2, 5, 9]"
825,"(-4, -1, -48, -4, 1, -24, 4, -24, 1)",-3.0,"[1, 7, 0, 2, 5, 3, 6, 9]"
826,"(-4, 1, -48, -4, 1, 48, 4, -24, -2)",46.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
827,"(8, -1, 24, 4, -1, 48, -4, -24, -1)",65.0,"[1, 7, 0, 5, 2, 6, 9]"
828,"(-8, 1, 24, -4, -2, 48, 4, 24, -2)",91.0,"[1, 7, 3, 5, 2, 9]"
829,"(-4, 1, 24, -4, -1, 24, 4, -48, -2)",46.0,"[1, 7, 3, 5, 2, 6, 9]"
830,"(-8, 1, 24, -8, 2, -24, -4, 24, -1)",45.0,"[1, 7, 3, 5, 2, 9]"
831,"(4, 2, -24, -4, 2, 24, -8, -48, 1)",22.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
832,"(8, 1, -24, -4, 2, 48, -8, 48, -2)",98.0,"[1, 7, 3, 5, 2, 0, 9]"
833,"(-4, -1, -48, 4, -1, -24, 8, 24, -2)",21.0,"[1, 7, 0, 2, 5, 3, 9]"
834,"(-8, 2, 24, 8, -1, -48, -8, -24, 1)",27.0,"[1, 7, 3, 2, 5, 6, 9]"
835,"(-8, -1, 48, 8, -2, 24, 8, 24, -1)",91.0,"[1, 7, 0, 2, 5, 9]"
836,"(8, 1, -48, 8, -1, 24, 8, -48, -2)",33.0,"[1, 7, 3, 2, 5, 6, 0, 9]"
837,"(-8, 2, -48, 8, -1, 48, 8, 24, 1)",68.0,"[1, 7, 3, 2, 5, 0, 9]"
838,"(8, -2, -48, 8, -2, 48, 4, 24, -1)",75.0,"[1, 7, 0, 5, 2, 9]"
839,"(-8, -1, 24, 8, 2, 48, -8, -48, 1)",67.0,"[1, 7, 0, 2, 5, 6, 9]"
840,"(-4, -2, -24, 8, 1, 24, 4, -24, -2)",20.0,"[1, 7, 0, 2, 5, 6, 9]"
841,"(-4, -1, 48, -8, -1, 48, 4, 48, -2)",139.0,"[1, 7, 0, 2, 5, 9]"
842,"(4, 1, -48, -8, 1, 48, -8, 24, -1)",70.0,"[1, 7, 3, 5, 2, 0, 9]"
843,"(4, -2, 24, 4, -1, -48, 4, 48, -2)",70.0,"[1, 7, 0, 5, 2, 3, 9]"
844,"(-8, 2, 24, -4, -1, -24, 4, -24, -2)",21.0,"[1, 7, 3, 5, 2, 6, 9]"
845,"(-4, -2, -48, -4, -2, -48, 8, 24, 1)",14.0,"[1, 7, 0, 2, 5, 3, 9]"
846,"(8, -2, -48, -8, 2, 48, 8, -48, 2)",58.0,"[1, 7, 0, 5, 2, 6, 9]"
847,"(-4, 2, 24, 4, -2, -24, 4, -24, -2)",26.0,"[1, 7, 3, 2, 5, 6, 9]"
848,"(-4, 2, 48, -8, 1, -24, 8, 24, 2)",68.0,"[1, 7, 3, 5, 2, 9]"
849,"(4, -1, -48, 4, 2, 48, -8, 24, -2)",71.0,"[1, 7, 0, 5, 2, 9]"
850,"(4, 2, 48, 4, 1, -24, -8, -48, 2)",48.0,"[1, 7, 3, 2, 5, 6, 9]"
851,"(-8, -1, -24, 4, 1, 24, 4, -24, 2)",21.0,"[1, 7, 0, 2, 5, 6, 9]"
852,"(4, -2, -24, -8, -1, 48, 4, -24, -2)",50.0,"[1, 7, 0, 5, 2, 6, 9]"
853,"(-8, -1, -48, 4, 2, -24, -4, 48, 1)",45.0,"[1, 7, 0, 2, 5, 3, 9]"
854,"(-4, 1, 24, 4, -2, 24, -8, -24, -2)",40.0,"[1, 7, 3, 5, 2, 6, 9]"
855,"(4, 1, -48, -4, -1, 24, 8, -48, -1)",29.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
856,"(-4, -2, -24, -8, 2, -24, -4, -48, 1)",-6.0,"[1, 7, 0, 2, 5, 3, 6, 9]"
857,"(-8, 1, -48, -8, -2, -24, -4, -48, 2)",-6.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
858,"(8, 2, 24, 4, 2, -48, -4, -48, 1)",23.0,"[1, 7, 3, 2, 5, 6, 9]"
859,"(-8, 1, -24, 4, -2, 48, 8, -24, -1)",50.0,"[1, 7, 3, 5, 2, 6, 0, 9]"
860,"(4, -2, -24, 8, 1, 48, 8, 24, 2)",71.0,"[1, 7, 0, 5, 2, 9]"
861,"(-8, -2, -24, 8, 1, -48, -4, 48, -1)",48.0,"[1, 7, 0, 2, 5, 3, 9]"
862,"(8, -1, 48, 4, -2, 24, 8, -48, -1)",74.0,"[1, 7, 0, 5, 2, 6, 9]"
863,"(-4, 1, 24, 8, 2, -48, -8, -48, 2)",28.0,"[1, 7, 3, 2, 5, 6, 9]"
864,"(4, 2, 24, 4, 2, -48, 8, -24, 2)",30.0,"[1, 7, 3, 2, 5, 6, 9]"
865,"(8, -1, 24, -8, 1, -48, 4, -24, 1)",22.0,"[1, 7, 0, 5, 2, 3, 6, 9]"
866,"(4, 1, -48, -8, 2, 24, -8, 24, -2)",46.0,"[1, 7, 3, 5, 2, 0, 9]"
867,"(-8, -2, -48, -4, 1, 48, 8, -48, 1)",48.0,"[1, 7, 0, 2, 5, 6, 9]"
868,"(-8, 1, 24, 8, 2, 48, -4, 48, 1)",115.0,"[1, 7, 3, 2, 5, 9]"
869,"(4, 24, 1, 4, -24, 1, -4, 48, 2)",69.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
870,"(-4, 24, -2, -4, -48, -2, -8, -24, -1)",13.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
871,"(-4, -48, 1, -4, -24, -1, -8, 24, -1)",17.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
872,"(4, 24, -1, 4, 48, 2, -8, -48, -2)",66.0,"[1, 4, 7, 6, 9]"
873,"(8, 24, 2, 4, 24, -2, 8, -48, -1)",52.0,"[1, 4, 7, 6, 9]"
874,"(-8, 48, -2, 8, -24, 1, 8, 24, -1)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
875,"(8, -24, 2, -8, -48, 1, 4, -24, -1)",5.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
876,"(-8, 48, -1, 4, 48, 1, 4, -48, -1)",96.0,"[1, 4, 7, 6, 9]"
877,"(8, 48, 2, 4, -48, -2, -4, -24, 1)",45.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
878,"(-8, 24, -1, -8, -48, -2, -4, -48, -2)",12.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
879,"(8, -48, 1, 4, -24, -2, -8, 48, -2)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
880,"(-8, -48, -1, 4, -24, -1, -8, -24, 2)",-3.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
881,"(-8, 24, -1, 4, -48, 2, 8, -48, 2)",28.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
882,"(8, -48, 2, 8, 48, -1, 4, 48, 1)",97.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
883,"(4, 48, 2, -8, -24, 2, 4, -24, 1)",46.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
884,"(8, -48, -2, -4, -24, 1, -4, -24, -2)",-1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
885,"(-8, 24, 1, -8, -24, -2, 4, -48, -2)",18.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
886,"(-4, 24, -2, -8, 48, 1, 4, 24, -2)",93.0,"[1, 4, 7, 9]"
887,"(4, 24, 2, -8, 48, 2, 4, 48, -1)",117.0,"[1, 4, 7, 9]"
888,"(-8, 48, -2, -8, -24, -2, 4, 48, 2)",87.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
889,"(4, 48, 2, 8, -48, 1, -4, 24, 1)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
890,"(-8, -24, 1, -8, -48, -2, -4, 24, -1)",16.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
891,"(-8, -24, -1, 8, -48, -1, -4, 24, -2)",24.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
892,"(4, 48, 2, -4, -48, 1, -8, -24, 1)",42.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
893,"(8, 24, 2, -8, -24, 1, 8, -24, -2)",25.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
894,"(8, 24, -1, -8, -24, -2, 4, -24, 1)",18.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
895,"(-4, 24, 2, 8, 48, -2, -4, -24, 1)",69.0,"[1, 4, 7, 6, 9]"
896,"(-4, 48, 1, 8, -24, 2, 8, -48, 1)",56.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
897,"(4, 24, -2, -4, 48, 1, -8, 48, 2)",117.0,"[1, 4, 7, 9]"
898,"(8, -24, -2, 8, -24, 1, 4, 48, 2)",57.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
899,"(4, -24, 1, -8, 48, -1, 8, -48, 1)",52.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
900,"(-4, 48, 2, 8, -48, -2, 8, -48, -2)",56.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
901,"(8, -24, 1, 8, 24, 2, -8, 48, 1)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
902,"(-8, -24, -1, -4, 48, -2, -8, 48, 1)",88.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
903,"(-8, 48, -2, 4, -48, 2, -4, -24, -2)",42.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
904,"(-4, -24, -2, -4, 48, -2, 4, -24, 1)",42.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
905,"(4, 24, 2, -8, 48, -1, -8, -24, 1)",69.0,"[1, 4, 7, 6, 9]"
906,"(8, -24, -2, 4, 24, 1, -8, 24, -1)",49.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
907,"(-4, 48, 2, 4, 24, 1, -8, -24, -1)",67.0,"[1, 4, 7, 6, 9]"
908,"(4, 48, 2, -8, 24, 1, -4, -24, 1)",69.0,"[1, 4, 7, 6, 9]"
909,"(-4, -48, 2, -4, -24, -1, 4, 24, 2)",18.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
910,"(-4, -48, 1, -8, -48, 1, -8, 24, 2)",19.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
911,"(-4, 48, 1, 4, -48, -2, -8, 48, 1)",93.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
912,"(-8, 24, -2, -8, -24, 2, 4, 24, -2)",43.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
913,"(8, -48, 1, -4, -24, 1, -4, -24, 1)",2.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
914,"(8, 24, -1, -8, -24, -1, -8, -48, -2)",13.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
915,"(8, 24, -2, 8, -24, 2, -8, -24, 2)",26.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
916,"(-8, 48, 1, -4, 24, 2, 4, -24, 1)",72.0,"[1, 4, 7, 6, 9]"
917,"(-8, 48, -1, -4, 48, -1, 8, -24, 1)",100.0,"[1, 4, 7, 6, 9]"
918,"(-4, -48, 2, 8, 24, 1, 4, -48, 2)",22.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
919,"(-4, -48, -1, -4, -24, 2, -4, 48, 2)",42.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
920,"(4, -48, -1, 4, -24, 2, -8, -24, 1)",1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
921,"(8, -48, -2, 4, -48, 1, -8, 48, 2)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
922,"(8, 24, -1, -4, 24, 1, 8, -24, -1)",52.0,"[1, 4, 7, 6, 9]"
923,"(-4, -24, -2, 4, -48, 2, 8, 48, 1)",43.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
924,"(-8, 48, -1, -8, 24, -1, 8, -48, -2)",76.0,"[1, 4, 7, 6, 9]"
925,"(8, -24, 1, -8, -24, 2, -8, -24, 2)",4.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
926,"(-8, -48, -1, -4, 24, 1, 8, 48, 1)",64.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
927,"(-4, -24, -1, -8, 24, -1, -4, -24, 2)",17.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
928,"(8, -48, 2, -8, 24, -1, -4, 24, -2)",49.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
929,"(-4, -48, -1, 4, 24, -1, -4, -48, -2)",13.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
930,"(8, -48, 2, -4, 48, -2, 8, 24, -1)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
931,"(-8, -24, 2, -4, 24, -1, 4, -48, -2)",22.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
932,"(4, -24, -2, 4, -48, 1, -4, 24, 1)",25.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
933,"(-4, 24, 1, -4, -24, -1, -4, -24, 1)",16.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
934,"(-8, -48, -1, -8, -24, -2, 4, 48, 1)",38.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
935,"(-8, -48, -1, 4, -48, -1, 8, 24, 1)",20.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
936,"(4, 48, 1, -4, -48, -1, -8, 48, 1)",88.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
937,"(-4, -48, 1, -8, 24, -1, 8, -48, 1)",25.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
938,"(-4, 48, -1, 8, 24, -1, -8, -48, 1)",69.0,"[1, 4, 7, 6, 9]"
939,"(8, 48, 1, 8, -24, -2, 8, -24, -1)",56.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
940,"(-8, -24, 2, -8, 48, 2, 4, 48, 2)",91.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
941,"(-8, 24, 1, -4, -24, 1, 4, -48, -2)",21.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
942,"(4, 24, 1, 4, -24, -2, -8, 24, 2)",45.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
943,"(-8, 48, 2, -4, -48, 2, 4, 24, 1)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
944,"(4, -48, 2, 8, 24, 1, -8, 24, -1)",45.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
945,"(-4, 48, -1, -8, -48, 2, 8, 48, -2)",91.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
946,"(8, 24, 2, -8, -48, 2, -4, 24, -2)",43.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
947,"(-8, 24, 2, 8, 48, -1, 8, -48, -2)",76.0,"[1, 4, 7, 6, 9]"
948,"(4, -24, 1, -8, 48, -1, 8, 48, -2)",93.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
949,"(4, 24, -1, 4, 48, 1, -8, -24, -1)",67.0,"[1, 4, 7, 6, 9]"
950,"(-4, -24, 2, 8, 48, -2, -8, 24, -2)",67.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
951,"(-4, 24, 1, 8, -24, 2, 8, 48, -2)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
952,"(-4, 24, 1, 8, 48, -1, -4, 24, -1)",93.0,"[1, 4, 7, 9]"
953,"(-8, -24, -2, 4, 48, -2, -8, -24, -1)",37.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
954,"(4, 24, -1, 4, -24, 1, -4, -24, 1)",21.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
955,"(-8, -48, -2, 8, -48, 1, 4, -24, 2)",2.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
956,"(4, 48, 2, -8, -48, 2, 4, 24, 2)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
957,"(4, 24, 1, 8, 24, 1, 4, -48, -2)",48.0,"[1, 4, 7, 6, 9]"
958,"(-4, -24, -1, -8, 24, -2, -8, -24, -2)",13.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
959,"(-8, -48, 2, 8, -48, -1, -4, 24, -1)",27.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
960,"(-8, -24, -1, -8, -24, 1, 4, 24, 2)",17.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
961,"(8, 48, -1, -4, -48, 2, -4, -24, -1)",41.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
962,"(4, 24, -1, 8, 24, 1, 8, 48, 1)",93.0,"[1, 4, 7, 9]"
963,"(4, 24, 1, -4, -24, -1, 4, -48, 2)",19.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
964,"(-8, -48, 2, 4, 24, 2, 4, -24, 2)",22.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
965,"(-8, 48, 2, 8, 24, -2, -8, 24, 1)",93.0,"[1, 4, 7, 9]"
966,"(8, 48, -1, -4, 48, -1, 8, 48, -2)",141.0,"[1, 4, 7, 9]"
967,"(4, 24, -1, 8, -24, -2, -4, -24, -1)",23.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
968,"(4, -24, 2, -8, 48, 1, -4, -48, 2)",46.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
969,"(4, -24, -1, 8, -48, -2, 4, 48, -2)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
970,"(4, 24, -2, -8, 24, 2, -4, 48, 1)",93.0,"[1, 4, 7, 9]"
971,"(4, 24, -1, 4, 24, 2, -8, -24, -1)",43.0,"[1, 4, 7, 6, 9]"
972,"(-4, -48, -2, 8, 24, -1, 8, 48, -1)",63.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
973,"(-8, -48, 2, -4, -48, 2, -4, 48, -1)",45.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
974,"(-8, -24, 2, -8, 24, -2, -4, -48, -1)",17.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
975,"(-8, 48, -1, 4, 48, 1, 8, 48, 2)",141.0,"[1, 4, 7, 9]"
976,"(-8, 48, 1, -8, -24, -2, -4, -48, -2)",36.0,"[1, 4, 3, 0, 2, 5, 7, 6, 9]"
977,"(-8, -48, 1, -8, 24, 1, 8, -48, 1)",25.0,"[1, 4, 0, 2, 3, 5, 7, 6, 9]"
978,"(4, -24, 1, -8, 48, 1, -4, 48, -2)",93.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
979,"(-8, 24, -1, 4, 24, 1, 8, 24, 1)",69.0,"[1, 4, 7, 9]"
980,"(4, -48, -1, 8, -24, -2, -8, -24, -2)",2.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
981,"(-4, 24, 2, -8, 48, 2, -8, 48, 2)",117.0,"[1, 4, 7, 9]"
982,"(8, -48, 2, -4, -48, 1, 8, -24, 1)",9.0,"[1, 4, 0, 3, 2, 5, 7, 6, 9]"
983,"(-8, 48, 2, -4, 48, -1, -8, 24, 1)",117.0,"[1, 4, 7, 9]"
