,clicks,decision,ground_truth,outcome_probs,reward_mu,reward_sigma,trial_index,workerid
345,"[3, 7, 11, 15]",4,"[0.24, 0.04, 0.16, 0.1, 0.12, 0.17, 0.06, 0.15, 0.1, 0.07, 0.25, 0.18, 0.05, 0.21, 0.15, 0.23, 0.12, 0.2, 0.19, 0.07, 0.14, 0.15, 0.22, 0.16, 0.08, 0.12, 0.11, 0.16]","[0.08, 0.04, 0.01, 0.87]",0.13,0.072,5,AMPMTF5IAAMK8
346,[],3,"[0.24, 0.12, 0.18, 0.07, 0.24, 0.21, 0.14, 0.12, 0.24, 0.13, 0.09, 0.19, 0.23, 0.13, 0.17, 0.12, 0.06, 0.14, 0.15, 0.17, 0.16, 0.2, 0.09, 0.22, 0.14, 0.08, 0.24, 0.09]","[0.33, 0.33, 0.2, 0.14]",0.13,0.072,6,AMPMTF5IAAMK8
347,[],4,"[0.13, 0.21, 0.11, 0.21, 0.11, 0.21, 0.12, 0.1, 0.13, 0.18, 0.13, 0.07, 0.18, 0.22, 0.03, 0.11, 0.21, 0.2, 0.04, 0.08, 0.24, 0.2, 0.18, 0.15, 0.21, 0.18, 0.06, 0.13]","[0.17, 0.29, 0.2, 0.34]",0.13,0.072,7,AMPMTF5IAAMK8
348,[],4,"[0.12, 0.02, 0.17, 0.03, 0.14, 0.15, 0.18, 0.19, 0.11, 0.13, 0.12, 0.2, 0.25, 0.07, 0.11, 0.18, 0.13, 0.13, 0.11, 0.23, 0.12, 0.12, 0.14, 0.1, 0.12, 0.09, 0.15, 0.06]","[0.31, 0.2, 0.24, 0.25]",0.13,0.072,8,AMPMTF5IAAMK8
349,"[2, 6, 10, 14, 18, 22, 26]",7,"[0.2, 0.18, 0.01, 0.2, 0.09, 0.19, 0.1, 0.13, 0.14, 0.16, 0.11, 0.12, 0.04, 0.08, 0.09, 0.12, 0.11, 0.14, 0.02, 0.18, 0.19, 0.18, 0.12, 0.07, 0.02, 0.1, 0.12, 0.16]","[0.02, 0.01, 0.94, 0.03]",0.13,0.072,9,AMPMTF5IAAMK8
350,"[1, 5]",1,"[6.26, 9.59, 3.91, 4.19, 7.48, 4.73, 4.22, 6.32, 6.62, 5.8, 7.19, 8.46, 6.21, 6.38, 4.61, 9.52, 5.37, 7.51, 4.48, 5.0, 6.11, 7.48, 2.17, 2.9, 8.82, 2.14, 4.95, 1.09]","[0.03, 0.86, 0.09, 0.02]",5.0,2.994,10,AMPMTF5IAAMK8
351,[],3,"[8.03, 3.9, 4.96, 6.44, 9.06, 2.09, 6.94, 6.77, 9.35, 9.08, 1.43, 6.32, 4.55, 3.52, 6.17, 2.0, 2.12, 7.62, 9.86, 4.96, 2.69, 3.22, 5.2, 6.1, 7.88, 3.27, 3.93, 7.25]","[0.25, 0.37, 0.21, 0.17]",5.0,2.994,11,AMPMTF5IAAMK8
352,[],3,"[5.06, 2.44, 6.34, 9.56, 4.04, 2.45, 3.58, 9.3, 1.9, 8.15, 4.5, 6.45, 9.13, 3.07, 9.56, 4.43, 3.35, 5.83, 4.71, 2.29, 7.82, 3.34, 7.16, 7.9, 6.96, 5.59, 3.08, 7.0]","[0.2, 0.28, 0.32, 0.2]",5.0,2.994,12,AMPMTF5IAAMK8
353,"[3, 7, 11, 15, 19, 23, 27]",2,"[5.85, 5.65, 3.53, 6.09, 0.63, 8.11, 3.56, 6.83, 5.7, 4.6, 6.03, 1.67, 6.16, 3.35, 4.16, 4.95, 3.16, 6.48, 5.16, 4.81, 8.62, 5.27, 6.24, 6.45, 7.11, 3.03, 4.5, 4.07]","[0.03, 0.04, 0.06, 0.87]",5.0,2.994,13,AMPMTF5IAAMK8
354,"[0, 4]",2,"[6.46, 6.6, 6.09, 4.24, 9.46, 4.1, 7.0, 9.02, 4.08, 6.75, 8.7, 6.53, 1.29, 7.45, 6.2, 4.43, 5.24, 8.36, 1.71, 7.33, 8.15, 1.9, 7.01, 0.34, 6.24, 5.46, 3.98, 5.79]","[0.88, 0.06, 0.04, 0.02]",5.0,2.994,14,AMPMTF5IAAMK8
355,"[8, 11, 9, 10, 19, 18, 17, 16]",5,"[4.11, 9.02, 9.57, 7.21, 2.39, 3.13, 8.04, 3.86, 4.89, 4.28, 6.53, 4.46, 5.67, 9.39, 6.22, 2.36, 4.31, 4.46, 6.75, 8.78, 7.43, 4.37, 3.6, 2.6, 6.62, 5.17, 2.25, 6.57]","[0.31, 0.13, 0.22, 0.34]",5.0,2.994,15,AMPMTF5IAAMK8
356,"[0, 4, 8, 12, 16, 20]",5,"[3.59, 2.27, 5.95, 2.94, 2.24, 2.66, 5.57, 4.11, 4.65, 2.55, 4.05, 4.24, 4.19, 5.97, 5.34, 4.32, 9.06, 5.77, 4.95, 5.58, 7.79, 9.16, 2.5, 6.52, 6.44, 1.43, 7.08, 6.02]","[0.85, 0.04, 0.04, 0.07]",5.0,2.994,16,AMPMTF5IAAMK8
357,"[4, 10, 13, 18, 16, 17, 19, 22, 25, 2, 0]",1,"[8.43, 5.64, 7.47, 3.15, 4.76, 9.76, 2.28, 5.82, 7.45, 7.59, 1.88, 7.54, 5.83, 2.7, 7.66, 8.31, 5.63, 3.33, 7.32, 3.75, 1.84, 6.77, 3.74, 8.87, 6.61, 2.08, 5.56, 8.22]","[0.27, 0.26, 0.2, 0.27]",5.0,2.994,17,AMPMTF5IAAMK8
358,[],3,"[8.79, 6.18, 6.17, 7.96, 0.37, 4.14, 5.04, 2.25, 4.43, 5.82, 2.19, 8.27, 4.0, 5.0, 5.59, 7.45, 3.71, 3.77, 9.4, 7.71, 5.98, 2.59, 1.55, 2.51, 8.85, 2.92, 4.15, 5.49]","[0.12, 0.36, 0.15, 0.37]",5.0,2.994,18,AMPMTF5IAAMK8
359,"[3, 7, 11]",3,"[6.78, 5.74, 3.91, 5.33, 5.11, 5.9, 9.45, 5.43, 6.34, 5.1, 7.41, 7.7, 5.53, 8.78, 3.65, 1.45, 6.21, 5.03, 5.49, 3.35, 4.04, 2.25, 1.62, 2.56, 2.61, 5.89, 9.11, 7.0]","[0.05, 0.03, 0.04, 0.88]",5.0,2.994,19,AMPMTF5IAAMK8
360,[3],1,"[8.37, 5.31, 5.21, 4.3, 4.24, 6.52, 1.81, 5.99, 5.15, 3.2, 9.56, 4.96, 0.27, 3.73, 4.77, 6.53, 6.92, 2.12, 4.58, 4.34, 7.01, 2.85, 6.51, 6.48, 0.91, 1.81, 3.43, 5.76]","[0.1, 0.03, 0.01, 0.86]",5.0,2.994,0,A1PUHCEBSOWETV
361,"[1, 5, 9, 13, 17, 21, 25]",6,"[9.15, 4.74, 9.91, 2.61, 7.62, 2.51, 1.74, 7.22, 6.08, 2.24, 3.2, 7.38, 4.87, 5.57, 4.65, 5.45, 8.45, 6.21, 6.19, 2.78, 8.61, 7.77, 6.39, 4.0, 3.09, 2.04, 1.15, 4.08]","[0.02, 0.86, 0.02, 0.1]",5.0,2.994,1,A1PUHCEBSOWETV
362,"[2, 6, 10, 18, 14, 22, 26]",6,"[5.18, 5.42, 6.57, 5.15, 2.93, 2.41, 6.9, 7.69, 9.67, 1.86, 2.16, 3.86, 5.31, 5.56, 6.3, 8.41, 5.64, 3.72, 4.86, 5.43, 5.52, 5.46, 9.36, 0.91, 0.28, 5.23, 8.63, 9.63]","[0.32, 0.3, 0.26, 0.12]",5.0,2.994,2,A1PUHCEBSOWETV
363,"[1, 5, 9, 13, 17, 21, 25, 19]",5,"[4.43, 2.4, 6.66, 9.0, 5.84, 4.06, 6.31, 7.04, 8.74, 4.88, 2.02, 8.24, 8.23, 1.08, 0.35, 7.01, 6.46, 5.42, 5.39, 3.59, 0.68, 4.94, 5.1, 4.98, 9.89, 2.52, 7.59, 5.08]","[0.03, 0.88, 0.02, 0.07]",5.0,2.994,3,A1PUHCEBSOWETV
364,"[1, 5, 9, 13]",4,"[4.34, 1.67, 6.94, 8.14, 8.5, 2.71, 6.53, 4.02, 1.76, 4.49, 5.41, 3.79, 5.64, 9.68, 6.26, 7.5, 4.34, 4.18, 6.72, 5.1, 5.16, 6.69, 4.55, 6.4, 6.51, 7.24, 4.52, 3.27]","[0.29, 0.3, 0.15, 0.26]",5.0,2.994,4,A1PUHCEBSOWETV
365,"[3, 7, 11, 15, 19, 23, 27]",6,"[5.53, 4.55, 3.59, 3.89, 3.93, 5.3, 6.56, 2.17, 2.77, 9.75, 3.49, 2.02, 5.3, 5.28, 1.34, 4.23, 1.07, 4.92, 7.83, 2.05, 2.12, 1.45, 8.81, 7.72, 3.07, 6.61, 6.06, 6.34]","[0.08, 0.01, 0.02, 0.89]",5.0,2.994,5,A1PUHCEBSOWETV
366,"[3, 7, 11, 15, 19, 23, 27]",6,"[4.4, 4.13, 6.85, 1.78, 5.04, 4.33, 3.74, 5.75, 5.11, 4.89, 5.42, 6.23, 6.68, 3.43, 0.39, 5.46, 7.36, 4.85, 2.81, 6.4, 2.13, 3.49, 3.52, 7.37, 9.61, 4.97, 6.94, 7.05]","[0.01, 0.01, 0.07, 0.91]",5.0,2.994,6,A1PUHCEBSOWETV
367,"[3, 7, 11, 5]",2,"[6.14, 9.04, 6.52, 6.51, 4.64, 7.36, 1.39, 8.62, 0.63, 4.63, 4.19, 4.61, 1.09, 5.91, 7.39, 1.2, 7.0, 5.32, 3.88, 8.36, 7.08, 6.42, 2.02, 2.0, 8.28, 8.14, 3.5, 3.97]","[0.24, 0.3, 0.14, 0.32]",5.0,2.994,7,A1PUHCEBSOWETV
368,"[2, 6, 10, 5, 14, 13]",4,"[3.48, 4.4, 3.74, 3.84, 5.4, 4.6, 6.14, 3.12, 2.86, 3.14, 2.72, 4.19, 7.64, 7.75, 7.13, 6.66, 4.05, 6.3, 0.79, 1.36, 3.85, 1.36, 6.56, 6.77, 2.75, 2.58, 3.58, 2.13]","[0.14, 0.31, 0.31, 0.24]",5.0,2.994,8,A1PUHCEBSOWETV
369,"[2, 6, 4, 10, 14, 18, 16, 22, 26, 19]",5,"[2.97, 8.23, 1.67, 5.53, 4.52, 6.01, 8.88, 1.12, 5.18, 5.54, 5.22, 4.86, 4.62, 6.55, 2.66, 4.64, 5.88, 8.21, 7.72, 1.54, 2.16, 7.8, 5.45, 7.17, 2.68, 4.36, 1.62, 4.09]","[0.3, 0.17, 0.34, 0.19]",5.0,2.994,9,A1PUHCEBSOWETV
370,[1],1,"[0.18, 0.19, 0.16, 0.19, 0.16, 0.18, 0.16, 0.2, 0.13, 0.18, 0.16, 0.11, 0.2, 0.14, 0.15, 0.14, 0.13, 0.15, 0.2, 0.03, 0.15, 0.11, 0.09, 0.06, 0.08, 0.19, 0.15, 0.08]","[0.3, 0.23, 0.24, 0.23]",0.13,0.072,10,A1PUHCEBSOWETV
371,[],1,"[0.07, 0.09, 0.1, 0.11, 0.01, 0.18, 0.12, 0.04, 0.1, 0.12, 0.06, 0.09, 0.16, 0.01, 0.09, 0.14, 0.15, 0.15, 0.11, 0.02, 0.09, 0.12, 0.17, 0.07, 0.16, 0.2, 0.09, 0.11]","[0.17, 0.37, 0.17, 0.29]",0.13,0.072,11,A1PUHCEBSOWETV
372,[],1,"[0.12, 0.16, 0.08, 0.16, 0.14, 0.23, 0.02, 0.13, 0.2, 0.16, 0.2, 0.12, 0.14, 0.11, 0.02, 0.13, 0.2, 0.09, 0.19, 0.1, 0.07, 0.09, 0.13, 0.16, 0.23, 0.25, 0.17, 0.15]","[0.16, 0.18, 0.33, 0.33]",0.13,0.072,12,A1PUHCEBSOWETV
373,[],1,"[0.16, 0.11, 0.22, 0.12, 0.08, 0.12, 0.19, 0.17, 0.15, 0.08, 0.08, 0.07, 0.24, 0.05, 0.04, 0.11, 0.07, 0.21, 0.22, 0.21, 0.07, 0.09, 0.16, 0.2, 0.19, 0.1, 0.09, 0.14]","[0.01, 0.13, 0.85, 0.01]",0.13,0.072,13,A1PUHCEBSOWETV
374,[],1,"[0.16, 0.16, 0.08, 0.1, 0.22, 0.15, 0.17, 0.16, 0.19, 0.17, 0.13, 0.11, 0.02, 0.16, 0.13, 0.13, 0.2, 0.23, 0.08, 0.13, 0.03, 0.05, 0.1, 0.22, 0.17, 0.16, 0.21, 0.13]","[0.36, 0.16, 0.29, 0.19]",0.13,0.072,14,A1PUHCEBSOWETV
375,[],6,"[0.2, 0.11, 0.18, 0.22, 0.14, 0.24, 0.17, 0.2, 0.21, 0.08, 0.09, 0.15, 0.07, 0.14, 0.1, 0.19, 0.04, 0.13, 0.1, 0.16, 0.22, 0.06, 0.05, 0.13, 0.09, 0.08, 0.24, 0.14]","[0.86, 0.07, 0.02, 0.05]",0.13,0.072,15,A1PUHCEBSOWETV
376,[],1,"[0.07, 0.08, 0.21, 0.12, 0.1, 0.22, 0.08, 0.11, 0.2, 0.06, 0.13, 0.07, 0.17, 0.15, 0.07, 0.06, 0.06, 0.11, 0.12, 0.07, 0.11, 0.13, 0.19, 0.12, 0.2, 0.03, 0.18, 0.08]","[0.26, 0.12, 0.38, 0.24]",0.13,0.072,16,A1PUHCEBSOWETV
377,"[0, 4, 8]",3,"[0.15, 0.07, 0.07, 0.14, 0.17, 0.13, 0.16, 0.19, 0.25, 0.06, 0.15, 0.12, 0.16, 0.2, 0.14, 0.18, 0.07, 0.14, 0.14, 0.23, 0.17, 0.14, 0.14, 0.13, 0.12, 0.1, 0.06, 0.15]","[0.85, 0.05, 0.07, 0.03]",0.13,0.072,17,A1PUHCEBSOWETV
378,"[0, 4, 8]",3,"[0.18, 0.13, 0.17, 0.07, 0.17, 0.17, 0.1, 0.16, 0.23, 0.17, 0.12, 0.11, 0.19, 0.07, 0.19, 0.06, 0.14, 0.18, 0.17, 0.08, 0.05, 0.07, 0.03, 0.09, 0.02, 0.25, 0.07, 0.14]","[0.87, 0.02, 0.07, 0.04]",0.13,0.072,18,A1PUHCEBSOWETV
379,"[1, 5, 9, 13]",4,"[0.08, 0.1, 0.17, 0.22, 0.05, 0.02, 0.23, 0.1, 0.09, 0.13, 0.17, 0.19, 0.13, 0.24, 0.1, 0.09, 0.22, 0.16, 0.12, 0.23, 0.12, 0.09, 0.22, 0.21, 0.1, 0.08, 0.16, 0.2]","[0.01, 0.86, 0.03, 0.1]",0.13,0.072,19,A1PUHCEBSOWETV
380,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",7,"[5.72, 7.66, 4.97, 6.53, 3.31, 1.87, 4.37, 1.2, 9.78, 4.17, 9.35, 7.89, 9.33, 3.0, 2.41, 5.64, 4.97, 9.04, 6.14, 5.46, 3.78, 5.22, 2.25, 8.42, 6.0, 6.63, 8.58, 8.67]","[0.34, 0.24, 0.17, 0.25]",5.0,2.994,0,AW0MG225VXWCN
381,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 5, 9, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",4,"[3.26, 3.77, 2.81, 4.14, 0.6, 3.97, 4.98, 6.69, 3.89, 9.53, 3.97, 4.99, 8.69, 9.38, 6.93, 5.81, 6.22, 5.66, 9.71, 5.22, 9.98, 6.4, 5.92, 5.18, 3.32, 4.86, 2.63, 4.07]","[0.11, 0.38, 0.21, 0.3]",5.0,2.994,1,AW0MG225VXWCN
382,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",1,"[7.67, 9.7, 5.81, 3.91, 3.75, 5.87, 2.35, 7.05, 3.41, 7.73, 6.05, 9.14, 2.68, 6.96, 4.81, 1.75, 6.14, 8.84, 2.09, 9.84, 1.31, 2.99, 9.7, 6.84, 5.57, 4.03, 3.19, 6.0]","[0.87, 0.05, 0.05, 0.03]",5.0,2.994,2,AW0MG225VXWCN
383,"[0, 4, 8, 12, 16, 20, 24, 17, 18, 19, 5, 6, 7, 1, 2, 3, 9, 10, 11, 15, 14, 13, 21, 22, 23, 27, 26, 25]",4,"[1.95, 5.24, 6.64, 6.33, 4.96, 1.65, 7.62, 6.06, 1.97, 7.4, 7.27, 3.3, 4.21, 4.12, 5.69, 5.26, 6.8, 2.15, 0.95, 6.05, 1.55, 7.3, 2.76, 4.7, 0.71, 8.61, 5.41, 7.42]","[0.91, 0.07, 0.01, 0.01]",5.0,2.994,3,AW0MG225VXWCN
384,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",5,"[7.87, 5.16, 8.52, 3.53, 4.46, 1.67, 7.55, 4.2, 2.69, 6.04, 3.21, 9.5, 3.7, 4.17, 7.21, 3.75, 4.38, 5.57, 9.65, 4.19, 9.2, 1.67, 3.76, 7.28, 2.71, 5.36, 4.02, 5.67]","[0.14, 0.29, 0.26, 0.31]",5.0,2.994,4,AW0MG225VXWCN
385,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 9, 13, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 15, 19, 11, 7, 3]",2,"[3.25, 1.22, 5.22, 3.62, 7.46, 5.41, 6.08, 5.31, 7.15, 7.47, 2.5, 7.95, 6.36, 7.93, 3.84, 9.27, 3.88, 7.98, 5.09, 3.36, 7.54, 7.9, 2.96, 5.43, 2.65, 1.86, 4.98, 7.41]","[0.13, 0.33, 0.28, 0.26]",5.0,2.994,5,AW0MG225VXWCN
386,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",3,"[5.36, 4.04, 5.97, 3.21, 6.0, 0.45, 0.58, 5.23, 8.43, 8.72, 6.3, 4.2, 0.02, 1.81, 2.06, 5.36, 7.38, 3.39, 5.29, 4.31, 7.59, 4.0, 9.69, 4.52, 4.11, 6.31, 4.22, 4.08]","[0.87, 0.03, 0.05, 0.05]",5.0,2.994,6,AW0MG225VXWCN
387,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 1, 5, 6, 2, 3, 7, 11, 10, 14, 15, 19, 18, 22, 23, 27, 26]",6,"[9.1, 0.31, 4.85, 9.51, 1.92, 4.1, 2.95, 2.3, 6.96, 7.82, 2.9, 4.56, 0.3, 5.82, 7.34, 4.21, 5.13, 2.33, 2.16, 6.27, 9.07, 5.19, 6.35, 1.6, 3.75, 6.25, 2.34, 5.35]","[0.27, 0.39, 0.23, 0.11]",5.0,2.994,7,AW0MG225VXWCN
388,"[0, 8, 4, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",1,"[7.3, 7.32, 4.94, 8.82, 3.59, 4.44, 2.62, 6.04, 5.29, 5.42, 2.7, 2.89, 2.14, 3.81, 6.22, 4.96, 9.64, 6.49, 5.7, 3.58, 6.52, 7.03, 5.52, 5.83, 3.51, 6.62, 1.81, 6.35]","[0.01, 0.03, 0.87, 0.09]",5.0,2.994,8,AW0MG225VXWCN
389,"[0, 4, 8, 12, 16, 20, 24, 25, 21, 17, 13, 9, 5, 1, 2, 6, 10, 14, 18, 22, 26, 27, 23, 19, 15, 11, 7, 3]",7,"[5.14, 1.69, 9.53, 4.88, 5.69, 0.93, 6.0, 3.74, 2.92, 4.67, 7.22, 5.04, 4.19, 3.99, 5.32, 0.46, 7.08, 4.28, 5.22, 8.52, 1.73, 3.81, 7.06, 5.27, 8.81, 4.98, 7.79, 5.49]","[0.88, 0.02, 0.05, 0.05]",5.0,2.994,9,AW0MG225VXWCN
390,[],1,"[0.12, 0.05, 0.06, 0.12, 0.15, 0.18, 0.17, 0.12, 0.04, 0.12, 0.13, 0.16, 0.12, 0.13, 0.19, 0.18, 0.14, 0.18, 0.1, 0.15, 0.2, 0.08, 0.08, 0.1, 0.13, 0.09, 0.03, 0.03]","[0.28, 0.27, 0.32, 0.13]",0.13,0.072,10,AW0MG225VXWCN
391,[3],1,"[0.2, 0.18, 0.21, 0.21, 0.21, 0.16, 0.17, 0.2, 0.14, 0.18, 0.06, 0.2, 0.09, 0.2, 0.14, 0.06, 0.12, 0.17, 0.19, 0.12, 0.17, 0.14, 0.17, 0.14, 0.19, 0.22, 0.16, 0.15]","[0.11, 0.03, 0.01, 0.85]",0.13,0.072,11,AW0MG225VXWCN
392,"[3, 15, 19, 23]",6,"[0.07, 0.12, 0.2, 0.02, 0.2, 0.08, 0.03, 0.14, 0.23, 0.09, 0.08, 0.15, 0.14, 0.15, 0.02, 0.16, 0.1, 0.11, 0.15, 0.11, 0.15, 0.12, 0.09, 0.23, 0.24, 0.06, 0.13, 0.15]","[0.04, 0.08, 0.01, 0.87]",0.13,0.072,12,AW0MG225VXWCN
393,"[0, 8, 4, 16, 12, 20, 24]",7,"[0.12, 0.09, 0.16, 0.05, 0.14, 0.12, 0.13, 0.13, 0.14, 0.12, 0.16, 0.05, 0.14, 0.06, 0.23, 0.09, 0.08, 0.19, 0.12, 0.07, 0.15, 0.23, 0.14, 0.13, 0.16, 0.09, 0.15, 0.1]","[0.92, 0.02, 0.05, 0.01]",0.13,0.072,13,AW0MG225VXWCN
394,[],4,"[0.07, 0.11, 0.12, 0.05, 0.18, 0.14, 0.13, 0.16, 0.02, 0.08, 0.25, 0.11, 0.03, 0.16, 0.11, 0.18, 0.04, 0.12, 0.21, 0.17, 0.17, 0.15, 0.12, 0.17, 0.09, 0.2, 0.06, 0.24]","[0.21, 0.18, 0.32, 0.29]",0.13,0.072,14,AW0MG225VXWCN
395,"[5, 17]",6,"[0.19, 0.14, 0.12, 0.1, 0.21, 0.1, 0.12, 0.02, 0.16, 0.22, 0.15, 0.13, 0.06, 0.16, 0.19, 0.05, 0.17, 0.13, 0.04, 0.1, 0.06, 0.06, 0.06, 0.22, 0.15, 0.05, 0.22, 0.19]","[0.26, 0.3, 0.13, 0.31]",0.13,0.072,15,AW0MG225VXWCN
396,[1],1,"[0.11, 0.15, 0.14, 0.11, 0.23, 0.08, 0.19, 0.18, 0.2, 0.12, 0.21, 0.15, 0.15, 0.11, 0.12, 0.03, 0.11, 0.07, 0.11, 0.08, 0.08, 0.1, 0.19, 0.17, 0.08, 0.08, 0.07, 0.01]","[0.12, 0.39, 0.26, 0.23]",0.13,0.072,16,AW0MG225VXWCN
397,"[0, 12]",4,"[0.13, 0.16, 0.23, 0.2, 0.19, 0.12, 0.03, 0.17, 0.19, 0.19, 0.16, 0.14, 0.18, 0.03, 0.17, 0.15, 0.09, 0.11, 0.09, 0.2, 0.1, 0.03, 0.14, 0.05, 0.1, 0.12, 0.18, 0.12]","[0.89, 0.03, 0.01, 0.07]",0.13,0.072,17,AW0MG225VXWCN
398,[24],7,"[0.25, 0.15, 0.08, 0.15, 0.18, 0.06, 0.13, 0.1, 0.13, 0.13, 0.23, 0.16, 0.22, 0.13, 0.03, 0.13, 0.22, 0.18, 0.13, 0.12, 0.2, 0.17, 0.19, 0.19, 0.22, 0.18, 0.18, 0.08]","[0.85, 0.04, 0.04, 0.07]",0.13,0.072,18,AW0MG225VXWCN
399,"[25, 23]",6,"[0.11, 0.15, 0.12, 0.08, 0.07, 0.07, 0.08, 0.1, 0.23, 0.09, 0.05, 0.23, 0.19, 0.2, 0.11, 0.23, 0.15, 0.07, 0.15, 0.16, 0.03, 0.03, 0.15, 0.19, 0.16, 0.12, 0.23, 0.05]","[0.16, 0.35, 0.18, 0.31]",0.13,0.072,19,AW0MG225VXWCN
400,"[7, 6, 5, 4]",2,"[4.44, 4.27, 1.01, 4.04, 6.13, 1.04, 4.91, 7.14, 7.07, 5.17, 5.37, 6.4, 4.93, 3.57, 2.02, 3.5, 2.25, 5.44, 7.3, 4.08, 8.26, 0.46, 7.64, 6.76, 3.24, 4.31, 0.99, 8.31]","[0.15, 0.27, 0.36, 0.22]",5.0,2.994,0,A7JY83XLBASTQ
401,[15],4,"[3.06, 3.36, 5.27, 6.32, 2.59, 2.83, 3.73, 2.22, 7.18, 3.05, 3.85, 7.79, 5.0, 7.28, 8.39, 7.43, 5.22, 6.02, 4.68, 3.88, 5.38, 0.38, 2.83, 4.02, 2.8, 5.72, 2.4, 4.68]","[0.02, 0.07, 0.03, 0.88]",5.0,2.994,1,A7JY83XLBASTQ
402,"[21, 5, 13]",4,"[4.4, 4.11, 3.87, 9.15, 3.71, 4.83, 3.08, 2.78, 6.55, 3.44, 3.64, 7.74, 6.3, 9.52, 2.56, 5.38, 4.07, 4.95, 6.24, 6.57, 6.3, 4.12, 5.84, 6.88, 4.03, 7.32, 3.57, 1.3]","[0.05, 0.91, 0.01, 0.03]",5.0,2.994,2,A7JY83XLBASTQ
403,"[18, 6, 14, 26, 22, 10, 2]",6,"[2.53, 2.77, 2.16, 6.04, 3.72, 2.89, 1.27, 4.99, 1.35, 7.13, 4.03, 8.17, 8.44, 3.98, 5.89, 7.34, 5.02, 4.23, 5.95, 1.14, 4.26, 1.8, 8.57, 4.58, 3.97, 5.77, 3.41, 7.16]","[0.27, 0.2, 0.3, 0.23]",5.0,2.994,3,A7JY83XLBASTQ
404,"[3, 23, 27, 15, 11, 7, 19, 4]",2,"[5.45, 2.63, 5.68, 5.56, 7.33, 5.18, 4.61, 7.69, 8.29, 7.98, 6.74, 2.14, 2.49, 7.86, 4.94, 4.39, 7.04, 6.94, 4.92, 4.19, 7.51, 2.49, 9.38, 0.1, 6.96, 6.91, 6.74, 3.47]","[0.1, 0.04, 0.01, 0.85]",5.0,2.994,4,A7JY83XLBASTQ
405,"[3, 7, 15, 23, 27, 19, 11, 8, 9, 10]",3,"[5.44, 7.71, 5.96, 8.81, 1.71, 4.8, 7.34, 0.83, 8.0, 6.43, 8.13, 9.6, 6.13, 5.4, 4.33, 5.55, 4.37, 7.25, 5.96, 6.66, 4.16, 3.06, 5.82, 1.18, 7.59, 8.35, 6.94, 2.37]","[0.02, 0.05, 0.05, 0.88]",5.0,2.994,5,A7JY83XLBASTQ
406,"[0, 8, 4, 16, 12, 20, 24, 15, 14, 13]",4,"[0.45, 6.72, 5.31, 4.64, 1.76, 8.31, 5.28, 4.55, 6.43, 4.67, 5.27, 7.81, 7.66, 6.12, 3.18, 7.55, 1.58, 3.29, 0.31, 7.11, 6.54, 5.46, 4.28, 5.39, 6.78, 6.38, 9.68, 3.15]","[0.35, 0.23, 0.2, 0.22]",5.0,2.994,6,A7JY83XLBASTQ
407,"[1, 5, 9, 17, 13, 21, 25, 20, 22, 23, 2, 3, 0]",1,"[5.08, 5.24, 5.19, 7.9, 9.51, 1.51, 4.96, 4.08, 5.0, 3.78, 3.43, 8.39, 9.12, 1.09, 4.86, 5.8, 3.71, 3.27, 0.4, 3.0, 2.2, 6.83, 0.33, 4.66, 4.72, 3.45, 8.42, 1.77]","[0.22, 0.34, 0.29, 0.15]",5.0,2.994,7,A7JY83XLBASTQ
408,"[1, 5, 9, 13, 17, 21, 25, 7, 6, 4, 2, 3, 0]",1,"[5.17, 6.99, 3.04, 6.1, 3.78, 7.51, 1.31, 8.1, 3.58, 3.56, 8.02, 7.31, 6.57, 4.41, 5.47, 3.26, 5.09, 2.64, 4.53, 8.14, 3.44, 2.98, 3.9, 5.93, 1.69, 5.19, 5.97, 1.28]","[0.17, 0.31, 0.25, 0.27]",5.0,2.994,8,A7JY83XLBASTQ
