,groundtruth,return,action
1057,"(-4, -24, 1, 4, 48, 1, 2, 4, -48)",47.0,"[2, 5, 8, 7, 1, 4, 9]"
1058,"(-4, -48, -1, 8, 24, -2, -1, -8, 48)",63.0,"[2, 5, 8, 1, 4, 9]"
1059,"(-8, -48, 2, -8, 24, -2, 2, 4, -24)",25.0,"[2, 5, 8, 4, 7, 9]"
1060,"(4, -24, 2, -8, 24, 1, -1, -4, 24)",46.0,"[2, 5, 8, 4, 9]"
1061,"(8, -48, -2, 8, -24, -1, -2, -4, 48)",59.0,"[2, 5, 8, 1, 4, 9]"
1062,"(-8, 24, 2, 8, -24, -2, 2, 4, -24)",9.0,"[2, 5, 8, 4, 7, 9]"
1063,"(8, 24, 2, -8, 48, 2, -1, -4, -24)",20.0,"[2, 5, 8, 7, 1, 9]"
1064,"(-4, 24, 2, 4, 48, -1, 1, -8, 24)",70.0,"[2, 5, 8, 4, 9]"
1065,"(4, 24, 2, -8, 48, -1, -1, -8, 48)",94.0,"[2, 5, 8, 4, 9]"
1066,"(8, -24, 2, -8, 24, 1, -2, 4, -48)",25.0,"[2, 5, 8, 7, 4, 9]"
1067,"(8, -24, -2, 8, 48, 2, 1, -8, -48)",6.0,"[2, 5, 8, 1, 7, 9]"
1068,"(8, -48, -2, -8, 48, 1, -2, -4, -24)",48.0,"[2, 5, 8, 1, 7, 4, 9]"
1069,"(8, -48, -1, 4, 24, 1, 1, -4, -48)",27.0,"[2, 5, 8, 1, 7, 4, 9]"
1070,"(4, 24, 1, 4, 48, 2, 2, 4, 48)",70.0,"[2, 5, 8, 1, 9]"
1071,"(8, -48, -1, -4, -24, -2, 1, 8, 48)",47.0,"[2, 5, 8, 1, 4, 9]"
1072,"(4, 24, 1, 8, -48, 2, -1, -4, -24)",20.0,"[2, 5, 8, 7, 1, 9]"
1073,"(4, -48, -2, -8, 24, 2, 2, 4, -48)",5.0,"[2, 5, 8, 1, 7, 9]"
1074,"(4, 48, 1, 8, -48, -1, -2, -4, -24)",48.0,"[2, 5, 8, 4, 7, 1, 9]"
1075,"(4, 24, -1, 8, -24, 2, -1, 4, -48)",25.0,"[2, 5, 8, 1, 7, 9]"
1076,"(4, 48, -1, -4, -24, 1, -2, -8, -48)",41.0,"[2, 5, 8, 1, 7, 4, 9]"
1077,"(4, 48, -1, -4, -24, -1, -2, -8, 24)",63.0,"[2, 5, 8, 1, 4, 9]"
1078,"(4, 48, 1, -8, -24, -2, -2, -8, 24)",59.0,"[2, 5, 8, 4, 1, 9]"
1079,"(-4, -24, -1, 8, 48, -2, 2, -4, 48)",87.0,"[2, 5, 8, 1, 4, 9]"
1080,"(8, 48, -1, 4, 24, -1, -1, 8, -48)",74.0,"[2, 5, 8, 1, 4, 7, 9]"
1081,"(8, 24, -1, -4, -48, 2, 2, 8, -24)",29.0,"[2, 5, 8, 1, 7, 9]"
1082,"(-8, 48, 1, 8, -48, 1, 1, -4, -48)",44.0,"[2, 5, 8, 7, 1, 4, 9]"
1083,"(-4, 48, -1, 8, -48, 2, -1, 8, 24)",70.0,"[2, 5, 8, 1, 9]"
1084,"(-4, 24, 1, 8, 48, -2, 1, -8, -48)",67.0,"[2, 5, 8, 4, 7, 1, 9]"
1085,"(8, 48, -2, 8, 24, 1, 2, -4, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
1086,"(-8, 48, -2, 8, -48, 2, -1, 4, 48)",94.0,"[2, 5, 8, 1, 9]"
1087,"(-4, 48, 2, 8, 48, -1, -1, 8, -48)",53.0,"[2, 5, 8, 4, 7, 9]"
1088,"(-4, -24, 2, 4, 24, -2, 2, -8, -24)",23.0,"[2, 5, 8, 4, 7, 9]"
1089,"(-4, -48, -1, 8, -48, -2, -1, 4, 24)",23.0,"[2, 5, 8, 1, 4, 9]"
1090,"(8, 24, 2, 8, -24, 1, 2, -4, 48)",47.0,"[2, 5, 8, 4, 9]"
1091,"(4, 24, -1, 4, 24, 1, 1, -8, -24)",43.0,"[2, 5, 8, 1, 7, 4, 9]"
1092,"(4, 24, -1, 4, -24, 1, 2, 8, 48)",68.0,"[2, 5, 8, 1, 4, 9]"
1093,"(-4, 24, 2, -8, 24, 2, -2, -4, 48)",70.0,"[2, 5, 8, 1, 9]"
1094,"(-8, -24, 1, 8, 48, 1, 2, -4, 24)",68.0,"[2, 5, 8, 1, 4, 9]"
1095,"(-4, 48, -2, 8, -48, 1, 1, 4, -48)",47.0,"[2, 5, 8, 1, 7, 4, 9]"
1096,"(-8, -24, -1, -4, -24, -2, -2, -8, 48)",31.0,"[2, 5, 8, 1, 4, 9]"
1097,"(4, -48, 2, -8, 24, -2, -2, 8, -24)",29.0,"[2, 5, 8, 4, 7, 9]"
1098,"(4, 48, 1, -8, -48, 2, -2, 4, 24)",70.0,"[2, 5, 8, 1, 9]"
1099,"(4, 24, -1, 4, 24, -2, -1, -4, -48)",41.0,"[2, 5, 8, 1, 4, 7, 9]"
1100,"(-4, 24, 1, 4, 24, -1, -2, -4, -48)",40.0,"[2, 5, 8, 4, 7, 1, 9]"
1101,"(-4, 48, 1, -8, 48, 1, 2, 4, -24)",94.0,"[2, 5, 8, 7, 1, 4, 9]"
1102,"(-4, -24, -1, -4, -24, 1, 1, 8, 24)",16.0,"[2, 5, 8, 1, 4, 9]"
1103,"(-4, -24, -2, 4, 48, -2, -1, -8, -24)",37.0,"[2, 5, 8, 1, 4, 7, 9]"
1104,"(-4, -24, 1, 8, 24, 1, 2, -4, 24)",44.0,"[2, 5, 8, 1, 4, 9]"
1105,"(-4, 48, 1, -4, 24, -2, -2, 8, 24)",91.0,"[2, 5, 8, 4, 1, 9]"
1106,"(4, 24, -1, 8, 48, 1, 2, 4, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
1107,"(8, 24, 2, 8, 24, 2, 1, 8, 48)",70.0,"[2, 5, 8, 1, 9]"
1108,"(-8, 24, -1, 8, 48, -1, -1, 8, 48)",115.0,"[2, 5, 8, 1, 4, 9]"
1109,"(8, 48, -1, 8, 24, 2, -2, -4, -24)",43.0,"[2, 5, 8, 1, 7, 9]"
1110,"(-4, -24, 2, 8, -48, 1, -1, -4, -24)",-3.0,"[2, 5, 8, 7, 4, 9]"
1111,"(4, 24, 2, -8, -48, -2, -1, -8, -24)",-12.0,"[2, 5, 8, 4, 7, 9]"
1112,"(8, -24, -1, -8, -24, 2, -2, -4, 24)",30.0,"[2, 5, 8, 1, 9]"
1113,"(4, 24, 1, -4, 48, 2, -1, -8, -24)",20.0,"[2, 5, 8, 7, 1, 9]"
1114,"(8, -48, -2, 8, 24, -1, 1, 4, 48)",75.0,"[2, 5, 8, 1, 4, 9]"
1115,"(8, -48, -2, -4, 48, -1, -1, 4, 24)",75.0,"[2, 5, 8, 1, 4, 9]"
1116,"(8, 24, -1, -4, -24, -2, 2, 4, -48)",18.0,"[2, 5, 8, 1, 4, 7, 9]"
1117,"(8, -24, 2, -4, -24, 2, 2, 8, -24)",7.0,"[2, 5, 8, 7, 1, 9]"
1118,"(4, 48, 2, -4, -48, 2, 2, -8, -48)",47.0,"[2, 5, 8, 7, 1, 9]"
1119,"(-4, 48, -2, -8, 48, -2, 2, 4, -24)",94.0,"[2, 5, 8, 1, 4, 7, 9]"
1120,"(-8, 48, 2, 4, 24, 2, 1, -4, 24)",70.0,"[2, 5, 8, 1, 9]"
1121,"(4, 48, -2, -4, 48, 2, -2, 4, -24)",49.0,"[2, 5, 8, 1, 7, 9]"
1122,"(-4, 24, 1, -8, 48, 1, 2, 4, -24)",70.0,"[2, 5, 8, 7, 1, 4, 9]"
1123,"(8, -48, 2, -8, -48, 1, -1, -8, -48)",-3.0,"[2, 5, 8, 7, 4, 9]"
1124,"(-8, -48, -2, -8, -24, -1, -1, 4, 48)",27.0,"[2, 5, 8, 1, 4, 9]"
1125,"(4, -24, -2, -4, -48, -1, 2, 4, 24)",19.0,"[2, 5, 8, 1, 4, 9]"
1126,"(-4, -24, 1, -8, -48, -2, -1, -4, -24)",-14.0,"[2, 5, 8, 4, 7, 1, 9]"
1127,"(-8, 24, 2, 8, 24, -2, 2, -4, 48)",70.0,"[2, 5, 8, 4, 9]"
1128,"(4, 24, 2, 8, 48, 2, -1, 4, -24)",25.0,"[2, 5, 8, 7, 1, 9]"
1129,"(-8, -48, -1, -4, -48, -1, -2, -8, 48)",31.0,"[2, 5, 8, 1, 4, 9]"
1130,"(8, -24, 2, -8, -48, 1, 2, -8, -24)",0.0,"[2, 5, 8, 7, 4, 9]"
1131,"(-8, 48, -2, 8, 24, 1, 1, -8, 48)",115.0,"[2, 5, 8, 1, 4, 9]"
1132,"(-8, 24, 1, -4, -48, -1, -2, 4, -48)",18.0,"[2, 5, 8, 4, 7, 1, 9]"
1133,"(8, -24, 2, 4, 48, -1, 2, -4, -48)",47.0,"[2, 5, 8, 4, 7, 9]"
1134,"(-4, -24, 2, 4, 48, -1, -1, 8, 24)",70.0,"[2, 5, 8, 4, 9]"
1135,"(-8, 24, -1, -4, -48, -1, 1, -4, 48)",63.0,"[2, 5, 8, 1, 4, 9]"
1136,"(8, 24, -1, -8, 48, -1, -2, -4, -48)",64.0,"[2, 5, 8, 1, 4, 7, 9]"
1137,"(-8, -24, 1, 4, 48, -1, -1, 8, -24)",51.0,"[2, 5, 8, 4, 7, 1, 9]"
1138,"(-4, -48, 1, 8, -48, 1, 2, 8, 24)",21.0,"[2, 5, 8, 1, 4, 9]"
1139,"(-8, 48, -1, 8, 24, -1, -2, -8, 48)",115.0,"[2, 5, 8, 1, 4, 9]"
1140,"(8, 48, -2, -8, 24, 1, 2, 4, -24)",70.0,"[2, 5, 8, 1, 7, 4, 9]"
1141,"(8, 48, -1, -4, -24, -2, 2, -4, 48)",87.0,"[2, 5, 8, 1, 4, 9]"
1142,"(8, 24, 1, -4, -48, 1, 2, 8, -48)",27.0,"[2, 5, 8, 7, 1, 4, 9]"
1143,"(8, -24, 2, -4, -48, 2, -1, -8, 48)",48.0,"[2, 5, 8, 1, 9]"
1144,"(4, 24, 2, 8, 24, -1, 2, 4, 24)",46.0,"[2, 5, 8, 4, 9]"
1145,"(-8, 24, 2, 8, -48, -2, 1, 8, 48)",54.0,"[2, 5, 8, 4, 9]"
1146,"(4, -24, -2, -4, 24, -1, 1, 4, -24)",26.0,"[2, 5, 8, 1, 4, 7, 9]"
1147,"(-8, -24, 1, 8, 48, -2, 1, -8, 24)",68.0,"[2, 5, 8, 4, 1, 9]"
1148,"(8, -48, 2, 8, 24, 2, 2, 8, -48)",7.0,"[2, 5, 8, 7, 1, 9]"
1149,"(-8, -24, 2, 8, -24, -2, -1, 8, 48)",54.0,"[2, 5, 8, 4, 9]"
1150,"(-4, 24, -1, 4, -24, 2, 2, 4, 24)",46.0,"[2, 5, 8, 1, 9]"
1151,"(-8, -24, 2, 4, -48, -2, 1, 8, -24)",9.0,"[2, 5, 8, 4, 7, 9]"
1152,"(-8, -24, -2, -4, 24, -1, 2, 4, -48)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
1153,"(8, 24, -1, 8, 24, 1, 1, 4, 24)",67.0,"[2, 5, 8, 1, 4, 9]"
1154,"(8, 24, 1, 8, 48, -1, -1, -4, -48)",65.0,"[2, 5, 8, 4, 7, 1, 9]"
1155,"(-4, -24, 1, -8, -48, 2, -2, 4, 48)",47.0,"[2, 5, 8, 1, 9]"
1156,"(8, -48, 1, -8, -48, 2, 1, -8, 24)",23.0,"[2, 5, 8, 1, 9]"
1157,"(-8, 24, 1, -4, 24, 2, -1, 4, -48)",25.0,"[2, 5, 8, 7, 1, 9]"
1158,"(8, 48, -1, -8, 24, -1, -1, 8, -24)",74.0,"[2, 5, 8, 1, 4, 7, 9]"
1159,"(-8, 24, -2, 4, -48, -2, -2, 8, -48)",30.0,"[2, 5, 8, 1, 4, 7, 9]"
1160,"(-8, 48, 1, -4, -48, 2, -1, 4, -24)",49.0,"[2, 5, 8, 7, 1, 9]"
1161,"(-8, -24, 2, -8, -24, 2, 1, 8, 48)",48.0,"[2, 5, 8, 1, 9]"
1162,"(-4, 24, -1, -4, 24, -2, -1, 8, -48)",50.0,"[2, 5, 8, 1, 4, 7, 9]"
1163,"(8, -24, 2, -8, 24, 2, -1, 8, -48)",7.0,"[2, 5, 8, 7, 1, 9]"
1164,"(-4, -24, -1, 4, 48, -2, -2, -8, -48)",36.0,"[2, 5, 8, 1, 4, 7, 9]"
1165,"(-8, -24, 1, 8, 48, -1, 1, -8, 48)",92.0,"[2, 5, 8, 4, 1, 9]"
1166,"(4, -48, 2, 4, 48, 2, -1, 8, 24)",24.0,"[2, 5, 8, 1, 9]"
1167,"(-8, 24, -2, 8, -24, 2, -1, -4, 48)",70.0,"[2, 5, 8, 1, 9]"
1168,"(8, 24, 2, -4, -48, -1, 1, 8, 24)",18.0,"[2, 5, 8, 4, 9]"
1169,"(-4, 48, -2, -4, 24, -2, -2, -4, -48)",64.0,"[2, 5, 8, 1, 4, 7, 9]"
1170,"(8, -24, -2, 4, -24, 1, 2, 8, -24)",11.0,"[2, 5, 8, 1, 7, 4, 9]"
1171,"(-8, -24, -2, -8, -48, 2, 1, -4, -48)",-10.0,"[2, 5, 8, 1, 7, 9]"
1172,"(4, -24, 1, 4, -24, 2, -1, 8, 48)",47.0,"[2, 5, 8, 1, 9]"
1173,"(-4, 24, 2, -8, -48, 2, -1, -4, -24)",20.0,"[2, 5, 8, 7, 1, 9]"
1174,"(-4, 48, -2, -4, 24, 1, -1, 4, -24)",70.0,"[2, 5, 8, 1, 7, 4, 9]"
1175,"(-4, 48, 1, 8, 24, -2, -1, -8, 48)",115.0,"[2, 5, 8, 4, 1, 9]"
1176,"(8, 48, 1, -8, 24, 2, 1, -4, -24)",46.0,"[2, 5, 8, 7, 1, 9]"
1177,"(8, -24, -2, 8, 24, -1, 2, 8, -24)",34.0,"[2, 5, 8, 1, 4, 7, 9]"
1178,"(8, -48, 1, -4, -24, -2, 1, -4, -48)",-8.0,"[2, 5, 8, 4, 7, 1, 9]"
1179,"(-4, -24, 2, -8, -24, -1, -2, -8, 48)",38.0,"[2, 5, 8, 4, 9]"
1180,"(4, -24, 2, 8, 24, 2, 1, -4, -24)",0.0,"[2, 5, 8, 7, 1, 9]"
1181,"(8, 24, -2, 8, -24, -1, -2, -4, 24)",51.0,"[2, 5, 8, 1, 4, 9]"
1182,"(-8, 48, -2, -8, 48, -1, 1, 4, -48)",94.0,"[2, 5, 8, 1, 4, 7, 9]"
1183,"(-4, -24, -2, -4, 48, -2, -1, -4, -24)",37.0,"[2, 5, 8, 1, 4, 7, 9]"
1184,"(8, -48, -1, 8, -24, 1, 2, 4, 24)",28.0,"[2, 5, 8, 1, 4, 9]"
1185,"(-8, -24, 1, 4, 24, -2, -2, 4, -24)",23.0,"[2, 5, 8, 4, 7, 1, 9]"
1186,"(-4, 48, 1, 8, -48, -2, -2, 8, 48)",99.0,"[2, 5, 8, 4, 1, 9]"
1187,"(8, -48, 2, 8, -48, -1, -1, 8, 24)",30.0,"[2, 5, 8, 4, 9]"
1188,"(4, 48, 2, -8, 48, 1, -1, 8, -48)",53.0,"[2, 5, 8, 7, 4, 9]"
1189,"(-8, 48, -2, 8, 48, -1, 1, 8, 48)",139.0,"[2, 5, 8, 1, 4, 9]"
1190,"(-8, 48, 1, -4, -24, 1, 1, -8, 24)",68.0,"[2, 5, 8, 1, 4, 9]"
1191,"(-8, 48, 1, -8, 24, 1, 1, -4, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
1192,"(-8, 24, 1, -4, -24, -1, -2, 8, -48)",22.0,"[2, 5, 8, 4, 7, 1, 9]"
1193,"(4, -48, -1, -4, 48, -1, -2, 8, -24)",54.0,"[2, 5, 8, 1, 4, 7, 9]"
1194,"(8, 24, 2, 4, 48, -2, -1, 4, -48)",49.0,"[2, 5, 8, 4, 7, 9]"
1195,"(-8, -48, 1, -4, -24, 2, -1, -8, 48)",47.0,"[2, 5, 8, 1, 9]"
1196,"(-8, 48, 2, -8, -48, -1, -1, -8, 48)",38.0,"[2, 5, 8, 4, 9]"
1197,"(-8, -24, -1, 4, -24, -1, -2, -8, 24)",15.0,"[2, 5, 8, 1, 4, 9]"
1198,"(8, 24, -1, -4, 48, 1, -2, 8, -48)",74.0,"[2, 5, 8, 1, 7, 4, 9]"
1199,"(8, -24, -2, -4, 24, -2, -1, 8, 48)",75.0,"[2, 5, 8, 1, 4, 9]"
1200,"(8, -48, 2, -8, 48, 1, 2, 4, 24)",70.0,"[2, 5, 8, 4, 9]"
1201,"(24, -2, 8, -24, 2, -8, -2, -4, -48)",3.0,"[2, 5, 8, 4, 7, 9]"
1202,"(-24, -1, -8, -24, -2, -8, -1, -8, 24)",-29.0,"[2, 5, 8, 1, 4, 9]"
1203,"(-48, -1, -4, 24, -2, -4, -2, 4, 48)",19.0,"[2, 5, 8, 1, 4, 9]"
1204,"(24, -1, -8, 24, 2, 4, -2, 8, 48)",72.0,"[2, 5, 8, 1, 9]"
1205,"(-48, 2, 4, 48, 1, -8, -2, -8, 24)",25.0,"[2, 5, 8, 4, 9]"
1206,"(24, -2, -4, 48, -2, -8, -2, -8, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
1207,"(24, -2, 4, 48, 1, 4, -1, 4, -48)",8.0,"[2, 5, 8, 7, 9]"
1208,"(24, 2, -8, 24, 1, -4, 1, 4, 24)",22.0,"[2, 5, 8, 1, 4, 9]"
1209,"(24, 2, -4, 24, -1, -8, 2, 8, 24)",45.0,"[2, 5, 8, 1, 4, 9]"
1210,"(24, -2, -4, -24, 2, 4, -1, 8, -24)",31.0,"[2, 5, 8, 1, 7, 9]"
1211,"(-24, -2, -8, -48, -1, -4, 2, 4, -24)",-74.0,"[2, 5, 8, 1, 4, 7, 9]"
1212,"(24, -1, 4, -48, 2, -4, 1, 8, 48)",50.0,"[2, 5, 8, 4, 9]"
1213,"(-48, 2, -4, 48, -1, 4, 1, 4, -24)",5.0,"[2, 5, 8, 1, 7, 9]"
1214,"(24, -2, -4, 48, -1, -8, -2, -4, -48)",64.0,"[2, 5, 8, 1, 4, 7, 9]"
1215,"(-48, 1, -4, -48, 1, 8, 2, 8, 48)",53.0,"[2, 5, 8, 1, 9]"
1216,"(24, -2, 4, 24, 2, 8, 2, -8, 48)",57.0,"[2, 5, 8, 9]"
1217,"(48, 1, 8, 24, 1, -4, 2, 8, -24)",12.0,"[2, 5, 8, 4, 7, 9]"
1218,"(-48, 2, -4, 24, 2, 4, 1, -4, 48)",50.0,"[2, 5, 8, 1, 9]"
1219,"(-48, 2, 8, -24, -2, -4, -1, 4, -48)",-17.0,"[2, 5, 8, 4, 7, 9]"
1220,"(-24, -2, -8, 48, 2, -8, -1, -4, -48)",-29.0,"[2, 5, 8, 1, 4, 7, 9]"
1221,"(48, -2, 4, -24, -2, -8, -2, 8, -48)",-17.0,"[2, 5, 8, 4, 7, 9]"
1222,"(24, 2, 4, -48, 2, -8, 1, -4, -48)",2.0,"[2, 5, 8, 4, 7, 9]"
1223,"(-48, 2, -4, -48, -2, 8, -1, -4, -24)",4.0,"[2, 5, 8, 1, 7, 9]"
1224,"(48, 1, 4, -48, -2, 4, 1, 8, -48)",12.0,"[2, 5, 8, 7, 9]"
1225,"(24, 2, 4, 24, 1, 8, -2, -8, -48)",6.0,"[2, 5, 8, 7, 9]"
1226,"(24, 1, -4, -24, -1, 4, -2, -4, 48)",49.0,"[2, 5, 8, 1, 9]"
1227,"(-24, 2, 8, -48, -1, -4, 1, -8, -48)",-44.0,"[2, 5, 8, 4, 7, 9]"
1228,"(-48, 1, 8, -48, 2, -4, 2, 4, 24)",30.0,"[2, 5, 8, 4, 9]"
1229,"(24, -2, -4, 24, -2, -4, -1, -8, -24)",41.0,"[2, 5, 8, 1, 4, 7, 9]"
1230,"(-48, -1, 4, 48, -2, -8, 2, 4, -24)",51.0,"[2, 5, 8, 4, 7, 9]"
1231,"(-24, -1, -8, 24, 2, 8, 2, -4, -24)",-19.0,"[2, 5, 8, 1, 7, 9]"
1232,"(-48, -1, -4, -24, 2, 8, -2, 4, 48)",4.0,"[2, 5, 8, 1, 9]"
1233,"(-24, 1, -4, 24, 1, -4, 2, 4, 24)",21.0,"[2, 5, 8, 1, 4, 9]"
1234,"(-24, 1, 4, 24, -2, -8, -2, 8, 24)",48.0,"[2, 5, 8, 4, 9]"
1235,"(48, -1, 4, -24, -2, 8, 2, -8, -48)",10.0,"[2, 5, 8, 7, 9]"
1236,"(-48, 1, 4, -24, -2, 4, 2, -8, -48)",6.0,"[2, 5, 8, 7, 9]"
1237,"(48, -1, 4, 24, 1, -4, 2, -4, 48)",49.0,"[2, 5, 8, 4, 9]"
1238,"(24, 1, -8, 48, 1, -4, 1, 4, 24)",21.0,"[2, 5, 8, 1, 4, 9]"
1239,"(48, 2, 4, 24, 2, -8, 1, -4, 48)",50.0,"[2, 5, 8, 4, 9]"
1240,"(-24, 2, 8, 48, -2, 8, 2, 8, -48)",20.0,"[2, 5, 8, 7, 9]"
1241,"(48, -1, 8, 24, 2, -4, 2, 4, -48)",9.0,"[2, 5, 8, 4, 7, 9]"
1242,"(-48, 1, -4, 48, 2, -4, -1, 4, 24)",22.0,"[2, 5, 8, 1, 4, 9]"
1243,"(-24, -2, 8, -48, 2, -4, -2, 4, -48)",9.0,"[2, 5, 8, 4, 7, 9]"
1244,"(24, 2, -8, 48, -2, 8, -2, -4, -48)",3.0,"[2, 5, 8, 1, 7, 9]"
1245,"(-48, -1, 4, 24, -2, -4, -1, 4, 48)",72.0,"[2, 5, 8, 4, 9]"
1246,"(48, 1, -4, 48, 2, -4, -2, 4, -24)",1.0,"[2, 5, 8, 1, 4, 7, 9]"
1247,"(-48, -2, -8, 48, 2, 4, 2, -8, -24)",-47.0,"[2, 5, 8, 1, 7, 9]"
1248,"(48, 2, 8, -24, 2, 8, -1, 8, -24)",20.0,"[2, 5, 8, 7, 9]"
1249,"(24, 1, -4, 48, 1, 8, -2, 4, -48)",8.0,"[2, 5, 8, 1, 7, 9]"
1250,"(48, 2, -4, -24, 1, -8, -1, -8, -24)",-4.0,"[2, 5, 8, 1, 4, 7, 9]"
1251,"(48, -2, -8, -24, 1, -4, 2, 8, -48)",51.0,"[2, 5, 8, 1, 4, 7, 9]"
1252,"(24, -2, -8, -24, -1, 8, -2, -8, -24)",25.0,"[2, 5, 8, 1, 7, 9]"
1253,"(24, -1, 4, -48, 2, 4, 2, 8, 24)",29.0,"[2, 5, 8, 9]"
1254,"(24, -2, 4, -24, 2, -8, -1, 8, 48)",50.0,"[2, 5, 8, 4, 9]"
1255,"(48, -2, 4, -48, 1, 8, 2, -8, -48)",10.0,"[2, 5, 8, 7, 9]"
1256,"(-24, -2, 8, 48, -2, -8, -2, -8, 24)",76.0,"[2, 5, 8, 4, 9]"
1257,"(-24, -2, -8, 24, 2, -8, 1, 4, 24)",-3.0,"[2, 5, 8, 1, 4, 9]"
1258,"(-24, 2, -8, 48, 2, 8, -2, 8, -24)",13.0,"[2, 5, 8, 1, 7, 9]"
1259,"(-48, -1, 8, 24, 2, 4, 1, 8, 48)",57.0,"[2, 5, 8, 9]"
1260,"(-24, 2, -4, -48, -2, 8, 1, 8, -48)",13.0,"[2, 5, 8, 1, 7, 9]"
1261,"(24, -2, 4, 24, -2, 8, 1, 4, -24)",12.0,"[2, 5, 8, 7, 9]"
1262,"(-24, -2, -4, -24, 2, -8, -2, -8, 48)",21.0,"[2, 5, 8, 1, 4, 9]"
1263,"(24, -1, 4, 48, -2, 4, -2, 8, 48)",53.0,"[2, 5, 8, 9]"
1264,"(-24, -2, -4, -48, -2, -8, 2, -4, 24)",-53.0,"[2, 5, 8, 1, 4, 9]"
1265,"(-24, 2, 8, 48, -1, 4, -1, 4, -48)",12.0,"[2, 5, 8, 7, 9]"
1266,"(-48, 1, 8, 48, -2, -8, -2, -8, -48)",49.0,"[2, 5, 8, 4, 7, 9]"
1267,"(-24, 1, -4, -24, 1, 8, 2, 8, -24)",12.0,"[2, 5, 8, 1, 7, 9]"
1268,"(-48, 2, -8, -24, -1, -4, -2, -4, 48)",21.0,"[2, 5, 8, 1, 4, 9]"
1269,"(48, 2, 4, -48, -1, 4, 1, -4, 48)",53.0,"[2, 5, 8, 9]"
1270,"(-24, 1, -8, -48, 1, -8, -1, 4, -48)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
1271,"(-48, -2, -8, 24, 1, 8, 2, -4, 48)",4.0,"[2, 5, 8, 1, 9]"
1272,"(-24, 2, 4, 48, -1, -8, 2, 8, -24)",55.0,"[2, 5, 8, 4, 7, 9]"
1273,"(24, 2, 4, -48, -1, -8, 2, -4, 24)",-24.0,"[2, 5, 8, 4, 9]"
1274,"(-24, -1, 4, -24, 1, 4, -2, 8, 48)",53.0,"[2, 5, 8, 9]"
1275,"(24, -1, -4, 24, -2, 4, 2, -8, 24)",48.0,"[2, 5, 8, 1, 9]"
1276,"(24, 2, -4, 24, -1, -4, -1, -4, 24)",45.0,"[2, 5, 8, 1, 4, 9]"
1277,"(48, 2, -8, -24, -2, 4, -2, 4, 24)",26.0,"[2, 5, 8, 1, 9]"
1278,"(24, 1, 4, 24, -2, -8, -1, 8, 48)",72.0,"[2, 5, 8, 4, 9]"
1279,"(-48, 1, 8, -48, -2, 4, -1, -8, -24)",7.0,"[2, 5, 8, 7, 9]"
1280,"(-24, 1, -4, -48, -1, -4, 1, 8, 24)",-28.0,"[2, 5, 8, 1, 4, 9]"
1281,"(-24, 1, 8, -24, -2, -8, 1, -8, 24)",4.0,"[2, 5, 8, 4, 9]"
1282,"(-24, -2, 8, -48, 1, 8, 1, 4, 48)",61.0,"[2, 5, 8, 9]"
1283,"(-24, 1, 4, -48, -1, 4, 2, -4, 48)",53.0,"[2, 5, 8, 9]"
1284,"(-48, 2, -4, 24, 1, 8, -2, 4, -24)",9.0,"[2, 5, 8, 1, 7, 9]"
1285,"(-48, 1, 4, -24, 1, 8, 2, -4, -24)",10.0,"[2, 5, 8, 7, 9]"
1286,"(-24, 1, -8, 24, 1, 4, 1, -8, 48)",49.0,"[2, 5, 8, 1, 9]"
1287,"(24, 2, 8, -24, 1, 4, 1, -8, 24)",33.0,"[2, 5, 8, 9]"
1288,"(-48, 1, 8, -48, -2, 8, -1, 4, -48)",16.0,"[2, 5, 8, 7, 9]"
1289,"(-24, 1, 8, -24, 1, -8, 1, 8, 24)",29.0,"[2, 5, 8, 4, 9]"
1290,"(24, -1, -4, 48, -2, -4, 2, 4, -48)",70.0,"[2, 5, 8, 1, 4, 7, 9]"
1291,"(-48, -2, -4, 24, -1, -8, 2, 4, -24)",-26.0,"[2, 5, 8, 1, 4, 7, 9]"
1292,"(-24, -1, -8, -48, -2, 4, -1, -8, 48)",24.0,"[2, 5, 8, 1, 9]"
1293,"(-48, 1, -8, -48, 2, 4, -2, 8, 48)",49.0,"[2, 5, 8, 1, 9]"
1294,"(-24, 2, -8, 48, -1, -4, 1, 4, -24)",48.0,"[2, 5, 8, 1, 4, 7, 9]"
1295,"(48, 2, 4, -24, -1, -8, 2, -4, 24)",0.0,"[2, 5, 8, 4, 9]"
1296,"(-24, -1, -4, 24, -2, -4, -1, -8, -24)",-7.0,"[2, 5, 8, 1, 4, 7, 9]"
1297,"(-24, 1, 8, -24, -2, -4, -1, -8, -48)",-22.0,"[2, 5, 8, 4, 7, 9]"
1298,"(48, 2, -8, 24, 1, -8, -1, 8, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
1299,"(-24, -1, 4, 24, 1, -4, -1, 8, 48)",49.0,"[2, 5, 8, 4, 9]"
1300,"(-24, 1, -4, -24, 2, 8, 2, -8, 24)",29.0,"[2, 5, 8, 1, 9]"
