pid,responses,rt,time_elapsed
65,"{""Q0"":""I learned that it was better to pay the $1 to find the path with the highest amount of $."",""Q1"":""no"",""Q2"":""36"",""Q3"":""""}",59493,771760
66,"{""Q0"":""Since you could only go one way and the first node was always less eventually I would just click on the one farthest out"",""Q1"":""eventually learned clicking on the first ones wasn't worth"",""Q2"":""once I had a good feeling about where to"",""Q3"":""the first ones"",""Q4"":""the $1 clicks were worth getting more""}",109953,570765
66,"{""Q0"":""that it was actually pretty easy- but it took me awhile"",""Q1"":""no"",""Q2"":""38"",""Q3"":""fun!!!""}",37102,608879
67,"{""Q0"":""I don't know"",""Q1"":""I tried to avoid the red ones at first"",""Q2"":""Whenever there was a green number"",""Q3"":""the left bubble"",""Q4"":""At the end I stopped using the hints because I was doing bad no matter what and I didn't want to waste the dollar""}",45226,471383
67,"{""Q0"":""I learned that even if a node branch started green it would not end green "",""Q1"":""no"",""Q2"":""33"",""Q3"":""""}",26590,498974
68,"{""Q0"":""I clicked on the final step because they either gave or took the most"",""Q1"":""I didn't waste clicks on the low scoring ones."",""Q2"":""Once I found the $48"",""Q3"":""The final step."",""Q4"":""I clicked until I found the $48 and went in that direction""}",72848,632564
68,"{""Q0"":""To go for the bigger prize"",""Q1"":""The question asking how much the range for the first step was. I didn't know if it was referring to the very first step you make in the spider game or to the first step of the survey (the practice round)."",""Q2"":""23"",""Q3"":""""}",80458,714060
69,"{""Q0"":""I realized it was worth my while to check the furthest out nodes because I wanted to guarantee I'd come out ahead"",""Q1"":""I lost a lot of money just checking the first nodes"",""Q2"":""If I found a green 48, or checked 1 out of each of the 3 outer nodes"",""Q3"":""The outer node on the right"",""Q4"":""That about sums it up. Try to find the green 48 with the least amount of clicks""}",99982,534474
69,"{""Q0"":""Nothing?"",""Q1"":""No, it was very clear, it just took a few rounds to come up with a strategy"",""Q2"":""28"",""Q3"":""Thank you for the opportunity to participate! Best of luck in your research""}",44707,580191
70,"{""Q0"":""Highest reward amounts"",""Q1"":""Lowest reward amounts"",""Q2"":""Once I found the highest reward"",""Q3"":""Upper column"",""Q4"":""n/a""}",31454,576690
70,"{""Q0"":""Not to accidentally click towards negative numbers"",""Q1"":""n/a"",""Q2"":""34"",""Q3"":""thanks!""}",19584,597284
71,"{""Q0"":""I was trying to remember where the $48 was."",""Q1"":""Thinking there was a pattern to the negative amounts"",""Q2"":""When there were no more spiders."",""Q3"":""random"",""Q4"":""wish i would have thought to click backwards.""}",108967,551384
71,"{""Q0"":""nothing, but it was interesting"",""Q1"":""no, instructions and training round was helpful"",""Q2"":""68"",""Q3"":""""}",52092,604480
72,"{""Q0"":""I start on the outsides, if there are multiple 48s on different paths I check which path earns more"",""Q1"":""If there is a 48 at the end of one path I wont check the other node at the end of the same path"",""Q2"":""If there is only one of the highest number on the outside paths I stop and go there, otherwise I stop when I've revealed the paths to the highest numbers.\n"",""Q3"":""The last node in the paths"",""Q4"":""If multiple paths have the largest number at the end I check which one earns the most on the path towards it""}",587332,1422218
72,"{""Q0"":""A method of establishing an algorithm to solve a problem "",""Q1"":""N/A"",""Q2"":""25"",""Q3"":""N/A""}",107188,1530486
73,"{""Q0"":""Highest positive number"",""Q1"":""lowest possible number"",""Q2"":""gut feeling"",""Q3"":""to the left"",""Q4"":""na""}",75460,711744
73,"{""Q0"":""be more strategic"",""Q1"":""na"",""Q2"":""42"",""Q3"":""""}",20648,733416
74,"{""Q0"":""When I found a 48 I would go there immediately.  Just did everything I could to get as much green as possible"",""Q1"":""Stay away from the red"",""Q2"":""When I found a positive 48 or I did not find a positive 48 in the last nodules"",""Q3"":""Bottom left corner"",""Q4"":""no, just try to make as much as possible""}",137885,1018660
74,"{""Q0"":""I honestly didn't learn anything other than how to operate the game"",""Q1"":""Nothing was."",""Q2"":""30"",""Q3"":""I hope we can be allowed to do this again in the future or another version of it.  Maybe next time allow us to go backwards and change our moves for a fee instead of revealing the value of a nodule""}",336968,1356634
75,"{""Q0"":""I figured out that the high amounts were at the ends, so I looked at those and the ones on either side of the spider to decide which way to go. "",""Q1"":""The space in the middle of the spider and the end. "",""Q2"":""When I ended on a positive. "",""Q3"":""Left or right of the spider. "",""Q4"":""I tended to go left or right because I did better than when I started up. ""}",117631,716847
75,"{""Q0"":""A new fun game. "",""Q1"":""No"",""Q2"":""43"",""Q3"":""No, thank you. ""}",27769,745622
76,"{""Q0"":""I chose at random."",""Q1"":""I chose at random."",""Q2"":""Usually after I spent a couple of dollars because I didn't want to spend too much."",""Q3"":""The top node on the far right side."",""Q4"":""I didn't really have one.""}",184856,1038372
76,"{""Q0"":""I'm not sure."",""Q1"":""Not really."",""Q2"":""30"",""Q3"":""None.""}",89065,1128446
77,"{""Q0"":""I tried to catch patterns"",""Q1"":""I clicked only on ends"",""Q2"":""I went for the highest payoff in green generally"",""Q3"":""At the end to the left of the last end that had a green value."",""Q4"":""No, but I should have paid closer attention to any explained values and the order that they were displayed in.""}",90599,557383
77,"{""Q0"":""I learned to be observant of patterns for high values."",""Q1"":""No, except that I didn't pay close attention to any patterns that were told to me before I started the test rounds."",""Q2"":""47"",""Q3"":""Thank you!!""}",68966,627364
78,"{""Q0"":""Using inspector"",""Q1"":""using inspector"",""Q2"":""when i found 48"",""Q3"":""the outer nodes"",""Q4"":""no""}",39664,512300
78,"{""Q0"":""Nothing"",""Q1"":""no"",""Q2"":""28"",""Q3"":""no""}",14717,528026
79,"{""Q0"":""At first I thought I could only click the surrounding blocks from the first originating point so would just click all of them around me and go the route of 2 or 4, but then I noticed I could click the others so by near the end I was clicking each end node (the one that could be potentially  48 or -48) because even if it cost 8 dollars to figure out it was a guaranteed 48(40 net) back."",""Q1"":""The in between spots."",""Q2"":""When I saw 48"",""Q3"":""The further points where you can get 48 or -48"",""Q4"":""""}",191687,682249
79,"{""Q0"":""Nothing"",""Q1"":""Yes, at first I thought I could only click on the immediately surrounding boxes to the starting point to open them to see."",""Q2"":""29"",""Q3"":""""}",121986,805277
80,"{""Q0"":""just using instinct"",""Q1"":""process of elimination"",""Q2"":""not sure"",""Q3"":""a the node where I could achieve the most moves"",""Q4"":""It was difficult to have a strategy since the choices were coming up fast and I didn't have a chance to check for consistencies""}",194014,1297248
80,"{""Q0"":""This was similar to gambling"",""Q1"":""not at all"",""Q2"":""64"",""Q3"":""""}",34442,1332696
81,"{""Q0"":""random order"",""Q1"":""random order"",""Q2"":""I just revealed all of it; I didn't think saving money that way mattered."",""Q3"":""Didn't matter, since I was going to reveal all of them"",""Q4"":""no""}",29545,671154
81,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":""""}",4566,676725
82,"{""Q0"":""I would always start where I just had , had a green positive number. "",""Q1"":""I would not click on the upper right first unless it ha already been a gree."",""Q2"":""as soon as I ran across a positive number a green number."",""Q3"":""At the last green number"",""Q4"":""nope ""}",115127,746786
82,"{""Q0"":""I need to do this again and earn more money."",""Q1"":""no"",""Q2"":""43"",""Q3"":""na""}",45199,792997
83,"{""Q0"":""PAID FOR CORNER NODE"",""Q1"":""NEG END"",""Q2"":""CORNER"",""Q3"":""CORNER"",""Q4"":""NO""}",33035,451289
83,"{""Q0"":""NOTHING"",""Q1"":""NO"",""Q2"":""41"",""Q3"":""""}",13166,465461
84,"{""Q0"":""Just guessed"",""Q1"":""Guessed"",""Q2"":""When I found a positive value or knew that there were only positive values left. I couldn't find a pattern"",""Q3"":""Somewhere near the top"",""Q4"":""Truly could not figure one out""}",39807,805363
84,"{""Q0"":""That I'm a terrible guesser in this task"",""Q1"":""No"",""Q2"":""21"",""Q3"":""none""}",17976,824347
85,"{""Q0"":""found the two nodes opposite to find their pattern"",""Q1"":""I never clicked the nodes that were not on the ends"",""Q2"":""after I figured out if the pattern was identical or mirrored"",""Q3"":""far right top node"",""Q4"":""nothing, just trying to figure out the pattern in the least amount of moves""}",91589,933015
85,"{""Q0"":""how follow a pattern"",""Q1"":""no"",""Q2"":""33"",""Q3"":""""}",27941,962063
86,"{""Q0"":""The last nodes were the most important"",""Q1"":""The first couple of nodes didn't really matter"",""Q2"":""When I saw a 48"",""Q3"":""The last nodes"",""Q4"":""none""}",43429,479069
86,"{""Q0"":""Finding optimum strategy"",""Q1"":""none"",""Q2"":""28"",""Q3"":""""}",19083,499157
87,"{""Q0"":""I randomly clicked the last nodes until one revealed the highest amount."",""Q1"":""It was random."",""Q2"":""I stopped if one revealed a green $48"",""Q3"":""It was any random last node."",""Q4"":""There wasn't much of a strategy. I followed the training session tips.""}",176092,1556465
87,"{""Q0"":""To not be too greedy exploring all the nodes as that would cost more."",""Q1"":""No"",""Q2"":""31"",""Q3"":""No""}",71366,1628844
88,"{""Q0"":""It took me awhile to catch on. I clicked the ends first to see what had the best option. If a green 48 popped up, then I knew to possibly click other bubbles to see how to get there."",""Q1"":""When there were too many negative factors."",""Q2"":""When I saw a green 48."",""Q3"":""On an outside corner."",""Q4"":""Clicking to see the highest green number, if I got a 48 on the first try, then click others around to see if I could get there without losing all the money. ""}",181489,1338993
88,"{""Q0"":""To be a little more patient when learning the trial round. "",""Q1"":""I was confused at first during the trial run, because I felt like no matter what I clicked on I was doing something wrong. I misunderstood at the beginning and thought you could only click on one bubble for the entire round, but I figured this out later and then I understood a lot better. "",""Q2"":""35"",""Q3"":""""}",103010,1443012
89,"{""Q0"":""I clicked at the last circle on the line to find the 48"",""Q1"":""Anything other than the last node was irrelevant."",""Q2"":""As soon as I found a 48, I would stop clicking."",""Q3"":""Bottom right-most circle."",""Q4"":""I would usually click the last circles of each line until I found a 48.  As soon as that happened, I would send the spider along that path.  It was always better to click on the last circles to make sure you didn't land on a big negative space.""}",108562,610253
89,"{""Q0"":""I learned a quick and easy game about making choices based off of a quick cost analysis."",""Q1"":""No"",""Q2"":""33"",""Q3"":""Fun activity.  Thanks.""}",54322,665582
90,"{""Q0"":""I found it best to click on the circles on the outside because they were worth the most money."",""Q1"":""I knew not to click on the inner circles because they were not worth that much."",""Q2"":""I stopped clicking once I found a circle with the highest known dollar amount on it."",""Q3"":""I tried to click on an outer circle that had the highest dollar amount the most times."",""Q4"":""I followed my gutt instinct.""}",118897,728077
90,"{""Q0"":""I learned that you can guess correctly more times if you try and focus on the odds of where the good dollar amounts appeared most of the time."",""Q1"":""Not at all"",""Q2"":""34"",""Q3"":""simple and straightforward""}",64994,794093
91,"{""Q0"":""I checked the corners first because I learned that they had the highest amounts. From there it was random."",""Q1"":""I decided not to click on the lesser valued nodes."",""Q2"":""When the amount I was looking for was found or the next best."",""Q3"":""I think the top left corner."",""Q4"":""Only tried to make the most.""}",102241,965871
91,"{""Q0"":""I learned to checked the corners first and only because that's where the highest amounts were and they mattered the most."",""Q1"":""At first I misunderstood why I had to wait all those seconds even after I read the message that came with it, but it was not confusion, but lack of understanding initially."",""Q2"":""36"",""Q3"":""Very nice game and a great change of pace from the usual.""}",101660,1068535
92,"{""Q0"":""just random choice"",""Q1"":""i didnt it was random"",""Q2"":""at the last step"",""Q3"":""to the right"",""Q4"":""no, it was random""}",51895,491758
92,"{""Q0"":""nothing"",""Q1"":""no"",""Q2"":""44"",""Q3"":""no comments""}",14553,507320
93,"{""Q0"":""I tried to see if there was a pattern sometimes, but that wasn't always true."",""Q1"":""Where the negative number was at the end."",""Q2"":""When I had an idea that the end number would be positive."",""Q3"":""In the corners."",""Q4"":""No.""}",84770,856634
93,"{""Q0"":""How to create a strategy to earn money."",""Q1"":""No."",""Q2"":""39"",""Q3"":""No.""}",42059,899714
94,"{""Q0"":""I eventually looked for 48s and beelined toward them. "",""Q1"":""Avoid the negative last stage. "",""Q2"":""Stopped looking at near tiles when the game became clear to me. "",""Q3"":""The last stage. "",""Q4"":""Confused at first, then looking for 48s.""}",74541,504320
94,"{""Q0"":""Go for 48s. "",""Q1"":""No. "",""Q2"":""37"",""Q3"":""""}",13815,519141
95,"{""Q0"":""I tried to find the ending nodes with 48.00"",""Q1"":""The first steps wouldnt be very valuable to click, since it wouldnt help with what the final node would be."",""Q2"":""Once I found 48 I would stop. If I clicked a few without finding 48, I would go towards the highest"",""Q3"":""The final nodes"",""Q4"":""I didnt get a strategy until after a few rounds""}",73373,487219
95,"{""Q0"":""The end result is most valuable"",""Q1"":""No"",""Q2"":""30"",""Q3"":""no""}",21941,510168
96,"{""Q0"":""Check the outter-most first to find a 48 or highest positive value."",""Q1"":""If both legs on the outter-most were negative, that path was a dud so you ignore it."",""Q2"":""When you find the highest positive value."",""Q3"":""Bottom right"",""Q4"":""If you find a 48, just go for it otherwise you're losing money with each click. I messed up one round and thought the path lead to a positive but I had mis-remembered and was rushing. Outside of that instance, this was my strategy.""}",150083,734915
96,"{""Q0"":""Not specific to the game: double check your path. Specific to the game: the best route will usually end with the highest available reward so take it once you've found it."",""Q1"":""Negative."",""Q2"":""35"",""Q3"":""Very interesting. Thank you for the opportunity!""}",95976,831921
97,"{""Q0"":""I clicked on the end steps and did so randomly."",""Q1"":""I didn't click on the first or second steps."",""Q2"":""I stopped clicking once I found 48 because that was the highest amount."",""Q3"":""The end step on the left or right side."",""Q4"":""There's not much else.""}",62430,494450
97,"{""Q0"":""I learned how to use it correctly."",""Q1"":""It was confusing at first knowing which one to click."",""Q2"":""23"",""Q3"":""""}",31964,527419
98,"{""Q0"":""I just started clicking randomly as the game went on."",""Q1"":""I just clicked randomly"",""Q2"":""When the round was over?"",""Q3"":""Random"",""Q4"":""No""}",53489,526062
98,"{""Q0"":""Nothing"",""Q1"":""No"",""Q2"":""31"",""Q3"":""""}",10937,538016
99,"{""Q0"":""Outside first to determine where large sum was"",""Q1"":""If large sum was already determined, clicking inner nodes was inconsequential"",""Q2"":""when best large sum was discovered"",""Q3"":""outer node on bottom right"",""Q4"":""I  was consistent in my starting location.""}",129196,785045
99,"{""Q0"":""unsure"",""Q1"":""no"",""Q2"":"" 32"",""Q3"":""no""}",31543,817596
100,"{""Q0"":""I just picked the firsst one at random and then went clockwise"",""Q1"":""I never clicked an inner node"",""Q2"":""when I found the +48"",""Q3"":""The outermost node at the upper left"",""Q4"":""find the 48, go from there""}",78151,693280
100,"{""Q0"":""How to play the same"",""Q1"":""no"",""Q2"":""37"",""Q3"":""""}",17470,711774
101,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}",3497,446800
101,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":""""}",99830,549516
102,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":""""}",4103,409246
102,"{""Q0"":""nothing"",""Q1"":""no"",""Q2"":""30"",""Q3"":""""}",17493,427749
103,"{""Q0"":""looked for the 48"",""Q1"":""didn't bother with the small amounts."",""Q2"":""When I found the 48"",""Q3"":""at the ends"",""Q4"":""That sums it up""}",49156,627194
103,"{""Q0"":""That finding the good end nodes cost a bit"",""Q1"":""No it was clear"",""Q2"":""28"",""Q3"":""The game claimed to be able to pay out up to 5$ bonus, I don't see how this is possible considering the amount of trials and point values.""}",97947,726146
104,"{""Q0"":""I just clicked close to the spider first to see one route through."",""Q1"":""I went in order, so I didn't click if I already found a satisfactory route, hopefully with +48 at end."",""Q2"":""I stopped clicking when I found a route with +48 at the end."",""Q3"":""Near the spider."",""Q4"":""I checked out a whole route first, left, right, or top. In retrospect I should have checked the last nodes first.""}",110634,603422
104,"{""Q0"":""I learned to check the final destination first before going through."",""Q1"":""No"",""Q2"":""26"",""Q3"":""""}",29789,634228
105,"{""Q0"":""where the end is"",""Q1"":""negative number"",""Q2"":""if a path looks good"",""Q3"":""top node"",""Q4"":""path that ends in a positive integer""}",42876,795778
105,"{""Q0"":""lower number sometimes netted more"",""Q1"":""no"",""Q2"":""20"",""Q3"":""NA""}",31792,828577
106,"{""Q0"":""the bigger end points"",""Q1"":""front values were always lower"",""Q2"":""once green"",""Q3"":""bottom right"",""Q4"":""try to go for higher""}",41435,1261579
106,"{""Q0"":""go with positive value "",""Q1"":""no"",""Q2"":""26"",""Q3"":""none""}",28979,1291561
107,"{""Q0"":""I clicked wherever the path seemed to be green. "",""Q1"":""I did not click when the path seemed to be red or negative. "",""Q2"":""I stopped clicking, once money was calculated. "",""Q3"":""Most likely to click going up ladder, or wherever first green box was located. "",""Q4"":""I tried to follow a path, wherever the green squares would lead me. ""}",94669,1136409
107,"{""Q0"":""I learned to stay with my pattern. "",""Q1"":""Easy to understand"",""Q2"":""52"",""Q3"":""""}",38783,1176209
108,"{""Q0"":""I just followed the arrows"",""Q1"":""Follow the arrows if there is no arrows then you can't go "",""Q2"":""when there is no more arrows "",""Q3"":""either to the left or right or up or down "",""Q4"":""No ""}",94241,540642
108,"{""Q0"":""Which direction to go "",""Q1"":""no "",""Q2"":""39"",""Q3"":""""}",38185,579834
109,"{""Q0"":""I clicked on the last nodes to find the one with the highest value and then narrowed down if there two or more were the same."",""Q1"":""I didn't click on nodes if the two last nodes were both negative or lower value."",""Q2"":""When I found one at $48"",""Q3"":""One of the last nodes, I just chose randomly."",""Q4"":""If I found a $48 node I just went there without much further investigation because that would have cost $1 per node.""}",105760,720803
109,"{""Q0"":""How to balance spending with earning."",""Q1"":""No"",""Q2"":""28"",""Q3"":""""}",40833,762652
110,"{""Q0"":""first clicks i choose randomly, but towards the end if i found the positive 48 then i just went for it."",""Q1"":""when i was clicking the final nodes to reveal, i tried t do one on each path first- so i didnt click the one on a path that i did click"",""Q2"":""when i found the positive 48 or clicked all the final nodes"",""Q3"":""top path- right node"",""Q4"":""not really, i learned from the practice and tried to use what I learned. but i flet towards the end i was losing some clicking more noes after finding a positive 48 so i would chance it.""}",199709,1009304
110,"{""Q0"":""as in knew knowledge? that Mturk task can be fun."",""Q1"":""no"",""Q2"":""42"",""Q3"":""very fun!""}",38911,1049223
111,"{""Q0"":""If the end nodule had a decent $ amount, that was where I took the spider"",""Q1"":""On negative nodules"",""Q2"":""I figured 24 was enough for me. "",""Q3"":""Bottom left"",""Q4"":""I settled for 24 most times, because I didn't think it was worth chasing to see if there was a 48""}",46519,505856
111,"{""Q0"":""I don't know"",""Q1"":""No, it was easy"",""Q2"":""33"",""Q3"":""""}",9822,516688
112,"{""Q0"":""I just clicked randomly "",""Q1"":""When the negative number was high"",""Q2"":""When i was satisfied with the number "",""Q3"":""I don't know "",""Q4"":""no ""}",71090,1126253
112,"{""Q0"":""To look at all my choices before making a choice"",""Q1"":""no "",""Q2"":""26"",""Q3"":""""}",38239,1165508
113,"{""Q0"":""I checked the nodes first to see what would be more profitable"",""Q1"":""I checked the nodes first"",""Q2"":""The arrows stopped me"",""Q3"":""the upper node on the left side"",""Q4"":""Apparently it wasn't good because I didn't even hit $1000""}",73907,845595
113,"{""Q0"":""I learned that I needed to try to follow the highest money "",""Q1"":""Not sure"",""Q2"":""44"",""Q3"":""""}",49992,896595
114,"{""Q0"":""Based on the score of the last node."",""Q1"":""If I saw a negative score in that region."",""Q2"":""After I had made up my mind about the node I wanted."",""Q3"":""No I was not more willing to click at the beginning. "",""Q4"":""I was able to decipher which route would result in the best outcome for me.""}",116463,999057
114,"{""Q0"":""How to make the right choice based on using a proper strategy. "",""Q1"":""No!"",""Q2"":""29"",""Q3"":""Thank you!""}",50626,1050696
115,"{""Q0"":""the end values"",""Q1"":""i didn't click if i already found the highest number"",""Q2"":""when i found the highest number"",""Q3"":""the end points"",""Q4"":""n/a""}",44589,613378
115,"{""Q0"":""how to check"",""Q1"":""no"",""Q2"":""32"",""Q3"":""n/a""}",12810,627197
116,"{""Q0"":""whichever way I went if i won more money, i went back and click the opposite. "",""Q1"":""i tried to go left if i kept getting negative on the first two nodes"",""Q2"":""the game stopped it"",""Q3"":""took turns"",""Q4"":""nothing really""}",101925,599654
116,"{""Q0"":""2 negatives seemed to get me a 3rd negative"",""Q1"":""no"",""Q2"":""49"",""Q3"":""""}",39525,640185
117,"{""Q0"":""The last nodes that you would land on first"",""Q1"":""The nodes on the path towards negative nodes"",""Q2"":""When I found a positive 48"",""Q3"":""The last nodes in the sequence"",""Q4"":""Click on ending nodes until you find 48""}",84769,744287
117,"{""Q0"":""You have to determine how much you want to spend on clicks in order to lower risk"",""Q1"":""No"",""Q2"":""21"",""Q3"":""""}",42998,788298
118,"{""Q0"":""It was random until the last 4 stages when I kind of figured it out."",""Q1"":""Trial and error"",""Q2"":""I didn't"",""Q3"":""Most likely to my right."",""Q4"":""It was a learn as you go method""}",124984,589241
118,"{""Q0"":""I should have gone to the left more often"",""Q1"":""Yes, the entire game until the end."",""Q2"":""46"",""Q3"":""It was a fun game after you figured the method.""}",87134,677395
