,0,1,2,3,4,5,6,7,8
121,"I tried to maximize my clicks, so I went with the highest value first.",I looked at the highest values first and then went down the tree if I had to.,The bottom left.,When I got a 48.,I tried to balance the cost of clicking with taking a risk.,No.,I learned not to over-click.,,31
122,"The middle nodes were useless, so I wouldn't click there.",I would click on the last node to try and find the most reward.,Top right node.,When I found the +48 I would stop.,Just dig until you find the 48,"No, nothing confusing.","That not all spiders are bad, but I will still murder the buggers in my house.",,31
123,I didn't click on the first steps because it's not worth the $1.,I clicked on the edges until I found a + $48.,The last destinations on each branch.,I stopped clicking when I got a + $48.,I tried always went to the highest final amount.,It was easy to understand.,I learned to find out what the amount was at the final point and not worry about what was on the path.,,36
124,non extreme points,extreme points,"sometimes the last max, but any extreme pt.","when I reached 48, or even 24",nope,nope,minus a couple of $$ is ok for +48,,74
125,-,Random click until I found the green 48.,Bottom left outer bubble and then around the outside.,Found the green 48,Nothing of note.,At first I was confused about getting the time penalties in the practice round.,I learned that If i click the link t o open the game a second time accidentally it will reset my game to the beginning and I will have to start all over making less money the second time!,,33
126,"I didn't want to waste clicks on the smaller value nodes, so I mostly clicked on the ending nodes.",I went for the +48. ,The ending nodes.,When I felt my choice was correct. ,No.,No,Patience and thoughtfulness,No,39
127,"I decided that for the most part, if I found the green 48, I'd just go straight to it because it would be likely to be the most money even if I found a full ""green"" path to a 24.","At first I was playing to see a good ""green"" path, until the training model had me click the outer nodules first, which made more sense. So I started to do that. ",The outlier nodules.,Once I found the 48 in most cases.,Which ones on the outside to click first was random.,"The training module kept telling me it would have been better to take the action that I had just taken, that was confusing.",How to approach problems like these.,,36
128,The closest because they were worth the least,The last nodes because they were worth the most,The last nodes,When I found the best node,I clicked the most expensive nodes because they were most important.,No,I learned basic strategy thinking,,18
129,Tried not to click anywhere that wouldn't take me to a 48,Outer nodes first looking for 48.  Then the best path to the 48,Outer nodes,When I had the clearest path with highest score to a 48,"I would just look for a 48 and click until I found them on each path, then I would try to find cheapest way to get there",no,"That outer nodes had a max of 48, inner nodes had max of 8",NA,39
130,"if i found a 48 node, i stopped clicking",looking for the 48 nodes,"the last level, looking for 48",when i found a 48,"once i found the 48, i would stop clicking to save the click fees and go to it.  worst case, i would still get at least 36.",not really.,"it was fun, learned that its not important to know all the values if you can still find a path to a good total.",fun game!,29
131,On the inner and middle circles.,On the outer circles until a 48 appeared.,Bottom left.,When a 48 appeared.,I clicked outside circles until I got to a 48.,No.,That the outer circles were what counted most.,Good luck with your study.,49
132,The middle tiles were unimportant to know about.,"After I discovered I could click on more than just the first tiles, I clicked on the last ones first to see the final amount.",Any of the final tiles were first for me to click on.,If I found a $48 I would mostly just head in that direction.,Sometimes I'd click on the first ones to see if some were better than others.,No.,"I learned after the first practice round I was able to click on any tile, not just adjacent ones.",NA,29
133,random decisions,random decisions,to the right,the end of options,no,no,pay more attention to what I am clicking,,47
134,Just did not click on the interior,"Just went with my feelings, and always clicked the nodes on the outside, and if I got a 48 I stopped",A random one on the outside,When I saw a 24 or 48,Just tried to vary my guesses,nope,That 48 is the most you can get on one of the outside nodes,,37
135,I did not click on the beginning nodes since they were only worth a small amount,I always clicked on the end nodes since they had the largest values.,The top node on the left ,If I found the $48 ,I think it was efficient to click on the end nodes since they had the highest value,Everything was clear,The large values entice me more than the small values. It also might have been worth it to click more often and spend the dollar,It was actually enjoyable,23
136,"If the last or end nodes are either both negative or one negative, I will not click on that side but focus where there are positive end nodes.",Based on finding out the value of the very end/last nodes. They have to be the highest. If there are 2 or more equal high values then click on the inner nodes of each value to see which has a positive value.,One each set of the very last or end nodes,"When after clicking from outer to inner nodes and reasonably determine which one has a higher gain value and lower lost value,","After determining which has positive end node values, if the highest unique value is 48, I will move towards that. If there are equally high values(i.e two or more 48s or 24s), I will click on each node connected to those positive end values to determine which is positive or negative. If I still can't determine which one was has a higher gain, lower lost, I will click on each node after that one. Then I will move towards the one with the highest gain and lowest lost.",No,Determining highest gain and lowest loss,Neat,30
137,I did not click on steps that I did not plan on going to.,I clicked the outer steps until I uncovered 48.,The top left step.,When I saw 48.,Avoid -24 and -48.,No,I learned how to play 'Web of Cash',Fun!,20
138,where i was sure there would be a negative number,i clicked on the end nodes where the spider would land; the last ones at the end of the web,on the side nodes at the end of the web,when i got a high enough positive number that was satisfactory,no,no,how to strategically make decisions based on directions,,20
139,Inner nodes weren't worth it because a +2 is easily cancelled out by -24,Outer nodes to see what the highest values were,Picked an outer node at random,When i saw +$48,"Once it seemed like the outside had the biggest pos or neg, I only looked at the outside because I knew I could do all 6 clicks and hit negatives on the inner nodes and still come out positive with a +48",I didn't understand how the poor planning delay worked ,It's important to consider final outcome vs immediate outcomes in determining which plan is best,,31
140,There was somewhat of a pattern of negatives. I did click and lost dollar each time.,I mostly used a dollar to click where I wanted to go,Left bottom side is where I mostly clicked.,When I finally clicked a positive spot.,"No, I think I explained everything.",It was easy to understand,How to plan where to click,none,34
141,I decided based on whether or not I had already found a high point target and whether it was likely or not that the node contain a high enough point score.,I decided based on the highest value possible for that certain node based on it location.,The set of nodes that contains the highest point possible.,I stopped clicking once I had found a 48 point node or until I had exhaust all the possible node that could contain that high of a score. ,"Once I had found the highest point node, I moved toward it to end the round, else, I continue to click until I had found it or settle with the next highest.",No.,Nothing in particular.,,29
142,guessed,guessed,top left,when I found $48,random,no,don't know,no,35
143,When I didn't need to know what was there because it was trivial.,"I clicked the end results, all of them.",The end of the node paths.,When I had a path to take.,Figure out which end node gives the most money and work back from there.,Nope,7 second patience.,None,33
144,I stay away from the -48. I used the 1 point to reveal.,I went toward the +48. I used the 1 point to reveal.,Top corners.,When the +48 popped up,I just pay the 1 point to reveal where +48 was.,No,I'm not sure. ,,31
145,If one of the outside nodes was more than all the rest,"Looked at the outside nodes first (always), when two nodes matched, looked at their paths to find the least expensive path",Left top corner,When I was convinced I had the best path,No,"During the training, the suggestions didn't take my choices into account. For example if I picked a corner node, the suggestion said I should have picked it and even if I picked an arrow key, it would tell me to do that. ",How to optimize my route to find the best path,See above,25
146,THE FIRST 2 STEPS WERE ALWYS BELOW 10 VALUE SO NOT WORTH CLICKING,REVEALED THE LAST SPOTS,LAST SPOT ON THE LEFT,ONCE I FOUND HIGHEST POSITIVE,IF THERE WERE MULTIPLE HIGH THEN I CLICKED THE NEXT NODE TO DECIDE WHICH HIGH I WOULD GO FOR,NO,NOTHING. ,WOULD HAVE REVEALED LESS NODES,34
147,Avoided what did not work previously,Same direction that was rewarded previously.,to the left,When a relatively high amount was reached,quit when you are ahead.,The delay penalty ,To click wisely and stop when you are ahead.,"A very interesting game, I enjoyed it but did not thoroughly understand it.",70
148,Where there were large negative amounts.,Wherever the end result was the highest.,On an end node.,When I saw a high end number.,,"Not sure if I answered the questions right after the game right. I was concentrating on the end numbers and didn't really pay attention to the small numbers, and also forgot about the ratio of bonus payout.",To look at the end result first.,,46
149,i click all nodes,by looking at node money,the first node,when i see the node with highest payout ,nothing,nope,to go with the most highest node ,nope,27
150,"I didn't click the closest nodes, as what I would gain or lose was insignificant compared to the furthest nodes.","I clicked the last nodes to find the highest value, as it made up for the earlier nodes.",The last nodes.,When I found +48,"No, I think I described it well enough in the previous answers.",No,I learned that positive outcomes could offset negative ones.,,22
151,the bubbles worth the least amount,I clicked on the bubbles that had the highest dollar amount,the very last bubble,when i found 48,no,no-fairly straight forward,you need a strategy,no,27
152,The beginning nodes don't really matter so I didn't click them.,I only cared about the final nodes where I would end up.,The final nodes.,When I uncovered a +48 final node.,,No,How to play your spider game.,How is it possible to earn a $5 bonus - you lied. ,24
153,I didn't click on the first nodes,I ended up clicking on the last nodes,On one of the last nodes,When I found the +48,Once I found the +48 I started moving towards it,No,How to think about what to click on,no,30
154,the inner circles had the least effect,the outer edges always had the most,everywhere,when i got to the biggest number,no,no,nothing,no,26
155,if i lost money,if i gained money,a corner,when i got to a dead end,it took me awhile but I learned that I could click on the four corners to find the +48 and take that path,the round with the penalty delays was confusing,that I needed to find where the +48 was first,took too long,57
156,I realized clicking the initial nodes had little value because the cost/payout for them was not strong.,"I decided whether I was going to have a large payout at the end step, so after a few rounds I realized I should only click the end nodes.","After a few practice rounds, I was looking for a $48 on the end nodes.","When I found a $48, or sometimes $24, at one of the end step nodes I would usually stop.",,I didn't understand why I had to wait 3 seconds per turn in the middle round (practice) but not the initial or test round.,I learned how to optimize my clicking strategy to maximize payout.,,27
157,I checked where there were negative ends.,I clicked at the ends to see the final values.,At one of the ends.,after I got a high enough value.,Not anything else to the strategy for me.,No.,That I am not good at this kind of stuff haha.,,25.
158,Click any of the middle nodes wasn't as helpful.,Usually the 48 was on one of the edges.,Any of the outer nodes that I didn't click last time.,When I found the 48 node.,None.,None.,None.,None.,36
159,By pressing the nodule to see where the money was.,I really did not have a reason where I clicked.,I had an instinct to go left.,I spent the fee and saw where the money was.,I paid the fee to see where the highest amount of money was. Because even after the fees and any points I lost on the way was still a good amount.,no,I learned it is worth paying a fee if it helps you in the end.,,35
160,"I did not click on the intermediate steps, since it wasn't as important as getting to the best last step.",I clicked on the last step because that showed where the most money could be made.,The last steps,I stopped clicking until I saw +48 or I had clicked all the last steps.,Nope.,Nope,I learned the last step was the best indicator on how much you could make.,None.,26
161,"Did not waste clicks on the first two nodes in any path, since a +$48 would cancel out any negatives.",Clicked around the outside until I found a +$48 or clicked all the nodes.,Left outer nodes,When i found a +$48,No,No,"Some luck in where to click, but I could always ensure a positive outcome.",,24
162,I clicked only where I wanted to.,I clicked on the end points of the trials.,On the end points of the path.,When I was satisfied with the results.,"No, click the end points.",No.,I learned clicking on endpoints.,,24
163,"I felt some sides had better luck than others, for example I usually chose the top nodes and tried to avoid choosing the bottom right and bottom left nodes.",I chose where to click based on gut feeling and what I felt would be the best node after revealing the last 6 nodes at the end of each trail.,I felt I clicked the top right and top left nodes first usually.,When I found a good amount (usually 48) If I saw a good node on my first reveal I would stop clicking and go for it.,The main thing is just not revealing too many nodes. After I found a good node I stopped clicking because I would make much less money if I kept clicking over and over again.,I think everything was explained very well actually.,I learned how to be more patient. I think at the beginning I was going to quickly and as I slowed down a bit I started doing a lot better.,The only problem I had was the delay in the tutorial. I found a good node but it kept delaying me when I wanted to go for it without revealing more nodes. I think the delay was only necessary on the first 2-3 practice rounds if at all.,22
164,It was random.,It was random.,I would click to the right first.,I did it when it ended.,It was random luck.,No.,The test block was unfair.,,31
165,"I never clicked the first node, figured it wouldn't be worth it. The last node was the most important to spend my $1 on.","I decided to click on the second node, and then click on the third node after that. ","Start from left to right, on the second node","after i had 2 positive numbers, or the the 3rd node was 48",Save money sometimes by clicking on more nodes,"I didn't understand the delay at first in the trial, until I started to spend more of my $1 on finding more node amounts","To take your time sometimes, at least in the trial runs.",,24
166,just trusting myself,by the amount of money $1,center,it just happened. i had to,n/a,no,a lot,n/a,33
167,The first step usually dealt with a small reward so i didn't bother clicking those. ,The last nodes revealed the bigger reward.,"The last notes, way up high from where the spider was at. ",Once i hit the high reward node.,Was mainly clicking the nodes to find the higher reward node. ,No.,I learned that the nodes next to the spider didn't matter because i was still going to need to go through them. ,,29
168,Same answer as above,Where the money was the highest,At the top-,It was all $48...,,There was no way for me to earn 1000....as the squares only went to $48 each time..and I could only move to the end of ONE not a bunch..,Not sure,,35
169,"I declined to click on a second or third node of the first or second were satisfactorily high, or low enough to deter me from that route.","Initially I clicked one available circle at random, then another if the first had a negative outcome.",I chose a circle at random since they all had the same chance of a higher number.,"Eventually I decided that it was not worth it to lose the $1 by clicking since the majority of the gamble was in the circles that were unavailable, so the small amount gained or lost in the beginning was relatively insignificant.","Ultimately, I followed a random route since each route had an equal chance of a positive or negative outcome.",No,"Expending mental energy on strategy in a game of chance may be fun, but not necessary.",,37
170,The smaller values didn't matter if I ended on the highest value amount. ,I clicked on the corner pieces because they were the end goal. They were worth the most so it mattered where I ended up the most. ,top corner,When I found the highest amount and knew the route to take. ,no ,no ,strategy ,,18
171,on the same spot where 48 appeared earlier ,keep clicking end nodes till 48$ appears. ,at upper right end node ,once 48$ appeared on web,,nope,Not to be greedy!,none,27
172,based on where i usually got negative results before,based on the patterns i picked up,up,didn't really have a system for that,no,no,still a bit random overall but i learned three places i could usually go for high pay,no,27
173,When I know enough about the tiles,Decided to follow where the green bucks are,I change it up. Sometimes randomly,When I already have a good idea where the big money is,If I have not located a good enough amount I will keep clicking until I am happy with the discovery,None,Not to click too much,Thanks,31
174,the beginning steps did not mattet to me just end result,I looked at the final corners first looking for the highest corner,Corners,Soon as I could find 48 Or highest I stopped,Tried to avoid negative numbers on corner end number,No love the game wish you had some more work.,I love being able to see the reward. This game would be alot less successful without some of the clues.,Thank you for the work. Hope you have a successful groovy day.,53
175,By revealing the good paths and bad paths.,At first I tried on my own but then I paid the $1 to reveal where was  good place to go.,At the ending points of each path to see how much was there.,When I found a good path.,I looked at all the ending paths to see where was the most money,no,I learned by trial and error you can come to a good conclusion.,none,30
176,"tried not to click everyone, but avoided or tried to avoid mid nodes next to the center where the spider was ",I was trying to find highest value which turned out to be 48 or 24 on the end nodes.,End notes both on left and right side,when I was spending too much money on clicking,none,None,A way error and awards are given for bad choices,,54
177,no,I did very bad,hard,when i was missing up,i was messing up,no,it is hard,,36
178,if there was a red on the first node I wasn't going to go in farther,I started at the left first node,first left node,when i found a good route,use as few clicks as possible to get the best path,no,that it was better to click and see the whole path than guess,,27
179,I didn't click on the first two nodes because they didn't matter due to the lack of value they could have had hidden.,I clicked only on the destination nodes since those held the most value.,The last node in each tree.,Once I revealed the node that was worth 48.,Find the green 48 in as few clicks as possible then head to it.,Everything was clear and straightforward.,I didn't learn anything that I could think of.,I felt it was impossible to make a $5 bonus halfway through since some rounds didn't have a green 48.,29
180,I didn't click on the others because they were for low amounts.,I only clicked on the end nodes.,On one of the end nodes.,When I found the green 48.,I just tried to find the green 48.,none,I don't know.,none,28
181,"I rarely clicked the middle nodes, as it wasn't worth it.",I clicked the outer nodes first every round.,The outer rim nodes.,"When I found a green 48, I usually took that route immediately.","If I found two green 48's, only then would I reveal the middle nodes.","Nope, the training session helped too.",Sometimes risky pathways were worth it.,,29
182,Based on my first click.,"First click is random, if it was good I would keep going otherwise I'd click somewhere else.",First one to the right,When I got a good enough outcome,,No,,,21
183,"The training phase taught me to speed up my reaction, to go straight to the final node",Click on the final nodes until I find a 48,group to my immediate left,when I saw a 48,"Very simple click on all the 48 nodes until I find a 48 then go there,if no 48 then go to the 24",Nothing,"Don't worry about the initial moves, focus on the final one",None,51
184,"Did not want to click on any node other than an end node, because it would not have been worth it.","I clicked on the end nodes randomly, hoping to find a $48.",Any end node at random,When I found a node with $48 or if I clicked on 3 or 4 end nodes and found no $48 but found a $24,"Nothing else, strategy was to guess until I found an end node with $48. Otherwise, it was everything I stated previously.",Nothing.,End nodes gave more money.,None.,23
185,Same as before randomly guessing,Random guess,Towards the left,When my funds got lower,I had not strategy just hoped I'd win money ,Trying to figure out some sort of system or logic behind picking certain amounts.,I am no good at this game.,,35
186,less money,looked at end points,it depends,got to highest point,no ,no,to use clicks,,31
187,didnt click on the closer nodes,randomly at the end nodes first,end nodes,when i felt i had enough information to move,just used gut feeling,no,nothing,,29
188,After spending to much in a few rounds on the inner nodes. ,I was clicking to many nodes on the smaller numbers,the closest nodes. ,When I was given penalties. ,It seemed like a better change to earn more If I found the highest outside number and went for it. ,It was hard to understand if there was a certain way to win. ,That I waste value trying to discern all paths. ,,27
189,I didn't click on a node that was on a path only to a negative end-result.,"I clicked on the end nodes, and then on the nodes between to maximum end result nodes.",On an end-node.,When the path to the maximum end result node was clear.,Not particularly.  Though I probably could have better honed it.  I accidentally pressed a key and missed an entire page of  the instructions.,"Not particularly, except that apparently, you can proceed by pressing a key other than space.  I believe I pressed a key on the keyboard (not the space bar) and it skipped past a page of the instructions before I was able to read them.","That it's better to have a plan, than to just proceed without one.",Nothing that I haven't already mentioned.,39
190,"if there were two final 48 nodes on the same path, the ones in between didn't matter","Last nodes first as they're worth the most, then based on where the 48s are, the paths to get there",end nodes,"when I knew where the 48s were, and if on different paths, the full paths to them","in the middle testing phase, I didn't click at all as the delay was annoying and it was just practice",,,I had to go through this twice... the whole HIT restarted on round 11 of the test block first goround,24
191,Based on relative judgment of where the spider would end.,Practice session informed me.,At the end of each node.,When all of the paths seemed sufficiently clear.,Simply clicked the end of each node and went backwards from the +$48s I had.,No.,It's better to mitigate risk than to it is to gamble.,None.,28
192,where i would lose the most,I found the spot with the most gains first,to the left side mostly,when I found the +48 spot,I just found the +48 and went there,nothing,That it is good to find the money first,na,29
193,I went to the path of the green 48,I checked for 48 at all the ends first,the outside edges,once i found the green 48,"no, thats it.",No.,"Nothing, really, just played the game","No, thank you!",39
194,I didn't click the closer nodes because they're not worth as much,I used the outer nodes to see where I should end up,the outer nodes,When I found the +48 nodes or clicked all the outer nodes,"No, I just clicked the more expensive outer nodes to start","No, pretty straightforward",How to problem solve,"No, thanks this was fun!",28
195,Based on my money,I chose not to click at all,First block,Based on my money,I didn't really have a strategy,No,Nothing,No,36
196,by guessing,by reveling node value,end nodes,when it reaches to end,No specific strategy ,No,not sure,,36
197,on negative amounts as much as possible.,just total guessing each time,Left or right,when I reached the end of the arrows,Stay away from the negative.,no,Patience as the screen made you wait.,,54
198,by chance,by luck/chance,i selected by random,once i seen a positive amount,,no,click the outside boxes to first instead of the inside boxes,,29
199,The 1st and second steps really didn't matter if $48 was an option.,"The final steps had the largest values, $48 buttons outweigh the possible minuses",Final Step bottom right,Once I found a $48 button I went for that,Find the $48 and then just go for it.,No,"I don't play to win, I play to not lose.","Solid game, I find it hard to imagine you can earn $5 as a bonus though.",24
200,Only the end nodes were worth the money.,I just clicked an end node until I found the best solution.,End nodes.,When I found 48 or the best solution.,That was it.,Nope,Not sure,None.,20
201,it was a feeling to try and click one and hope for the best,I tried going opposite but for me i couldn't figure out where to go,right hand side,after 2 negatives i went the opposite way,i don't think i had a strategy per say.,"i didn't quite get the testing part, i kept getting delayed",nothing i can think of,interesting task,27
202,I did not click in the direction of lower numbers,I wanted to maximize the total score by reaching a node with $48,First top step,When I have already found a path to $48,I was looking to maximize the total bonus by minimizing the number of clicks and maximizing the money on each step.,No,I learnt how to play this game.,no,45
203,would not click the route towards the goal if the goal was the best outcome,First click would be the goal or destination,far corners,When I found the best outcome,I hope I did it properly,"At first yes, at the end, well I don't know, If I made incorrect decisions, then I suppose yes.","That I was supposed to learn something, but I just now learned that",Have a nice day,46
